1509495863	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.3227667	-71.0782019	20	-14400
1509498289	3bd38132a5db8ea1e4730ffb22b0c8d5c9665694b135ed0c0da3b0af09381486	0	42.2997761	-71.1023192	43	-14400
1509499142	b4315752f825c9666d6561634ba09e1489d3e54ac84b5aad5c0fc1011418914d	0	42.3443581	-71.0671988	20	-14400
1509499253	b4315752f825c9666d6561634ba09e1489d3e54ac84b5aad5c0fc1011418914d	0	42.3439018	-71.0717021	21	-14400
1509575618	3bd38132a5db8ea1e4730ffb22b0c8d5c9665694b135ed0c0da3b0af09381486	0	42.2996668	-71.1014603	50	-14400
1509547907	67c7efc0c7ce721bf442922b1c5710c435d0dec1f3db29daecfeda20956f293c	1	42.335058	-71.1679061	614	-14400
1509503100	b4315752f825c9666d6561634ba09e1489d3e54ac84b5aad5c0fc1011418914d	0	42.3579884	-71.0583858	30	-14400
1509504727	b4315752f825c9666d6561634ba09e1489d3e54ac84b5aad5c0fc1011418914d	0	42.3579884	-71.0583858	21	-14400
1509506894	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.32267	-71.0781786	22	-14400
1509528780	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.32267	-71.0781786	50	-14400
1509529154	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.3229889	-71.0781509	13	-14400
1509531855	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.3231025	-71.0781681	12	-14400
1509532080	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.3229299	-71.0781786	20	-14400
1509532380	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.3226926	-71.0782019	21	-14400
1509569049	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.3229917	-71.0780882	21	-14400
1509538871	087574205864d186cee6ee9aa1e50b3d71bc99c7b9d70f2495fdcc988c8d277d	0	42.3226434	-71.0779582	11	-14400
1509535691	422891e120994197c29e0267ca3001f99a4166b7e86dd7d54b11e1a30bda860d	0	42.3348088	-71.0354418	22	-14400
