latitude,longitude,hour,minute
42.3229268,-71.0781562,20,9
42.3226885,-71.0781786,11,19
42.3229631,-71.0781554,13,44
42.3589626,-71.0597937,1,12
42.3221228,-71.0773662,2,2
42.3221413,-71.0773662,2,5
42.322166,-71.0772384,2,11
42.3221733,-71.0772269,2,18
42.3221222,-71.0773081,2,21
42.32214,-71.0772501,2,23
42.3221295,-71.0772966,2,25
42.3221997,-71.0772732,2,27
42.3221784,-71.0773662,2,29
42.3221587,-71.0772501,2,36
42.3491619,-71.0914975,3,46
42.3491789,-71.0914954,3,46
42.3525242,-71.0842182,3,53
42.3502898,-71.0853889,3,53
42.3502898,-71.0853889,3,53
42.3502898,-71.0853889,3,53
42.3503012,-71.0850785,3,54
42.3496354,-71.0871011,4,11
42.3492434,-71.0888588,4,11
42.3491924,-71.0905781,4,11
42.3231545,-71.0781363,19,49
42.3227629,-71.0781786,12,40
42.3227629,-71.0781786,0,29
42.357789,-71.0580294,1,10
42.3587016,-71.0579947,1,11
42.3588982,-71.0586563,1,33
42.3229856,-71.0781786,14,14
42.358389,-71.0592597,3,10
42.3229411,-71.0783661,4,56
42.32267,-71.0781786,5,8
42.3226885,-71.0781786,18,20
42.3234045,-71.0788437,9,23
42.3229406,-71.0781322,19,6
42.3230221,-71.078188,10,0
42.3226926,-71.0782019,10,11
42.3232274,-71.0780628,10,28
42.334577,-71.0761512,11,19
42.3469902,-71.0287467,9,34
42.3469699,-71.0287324,9,37
42.3469902,-71.0287467,9,44
42.3463402,-71.0306459,10,53
42.3469902,-71.0287467,10,57
42.3465524,-71.0288949,11,7
42.3469435,-71.028686,11,12
42.3456161,-71.0367649,11,17
42.343911,-71.0358332,11,20
42.3349738,-71.0359177,11,22
42.3229818,-71.0781554,12,14
42.3227256,-71.0781786,21,28
42.3233881,-71.0783276,21,54
42.3579884,-71.0583858,1,51
42.3229406,-71.0781322,16,54
42.322253,-71.0777718,16,55
42.2996211,-71.1017917,5,23
42.3227763,-71.0780358,6,0
42.3328875,-71.0493937,13,10
42.3328948,-71.0493822,15,22
42.3328875,-71.0493937,15,24
42.332869,-71.0493937,15,31
42.3328875,-71.0493937,15,33
42.3330348,-71.0493982,16,20
42.3328875,-71.0493937,16,23
42.3328982,-71.0493473,16,56
42.3328875,-71.0493937,16,58
42.3329166,-71.0493473,17,7
42.3229818,-71.0781554,11,50
42.3226739,-71.0782019,0,17
42.3771194,-71.0532535,0,59
42.3230177,-71.0782156,13,59
42.3526835,-71.0711683,1,4
42.3583062,-71.0605133,1,31
42.3226183,-71.0782019,22,53
42.3576276,-71.0588767,1,55
42.3230351,-71.0782847,14,49
42.3579884,-71.0583858,3,4
42.3582156,-71.0586795,4,13
42.3229637,-71.0782134,17,21
42.3226739,-71.0782019,17,20
42.32267,-71.0781786,6,43
42.3226885,-71.0781786,6,43
42.3230053,-71.0780992,6,44
42.3228042,-71.078222,7,27
42.3229735,-71.0781652,18,49
42.3229406,-71.0781322,18,55
42.3227271,-71.0781214,11,24
42.32267,-71.0781786,20,39
42.3229411,-71.0780564,12,9
42.3229818,-71.0781554,12,21
42.2997171,-71.1016459,0,45
42.3229844,-71.0781456,14,48
42.32267,-71.0781786,5,41
42.3228524,-71.0782134,13,28
42.3228724,-71.0781918,22,30
42.3574733,-71.0586795,1,32
42.3233105,-71.078341,1,40
42.3579549,-71.0575884,1,33
42.322996,-71.0780889,1,49
42.2993919,-71.1021914,2,45
42.3230986,-71.0782737,2,59
42.3234366,-71.0783565,15,24
42.3229852,-71.0781545,16,19
42.32267,-71.0781786,8,53
42.3229892,-71.0781854,9,14
42.32267,-71.0781786,19,38
42.3226739,-71.0782019,10,58
42.3230339,-71.0781657,20,19
42.3233794,-71.0777177,20,29
42.3229844,-71.0781456,12,34
42.322922,-71.0781322,21,50
42.3001422,-71.1025049,22,28
42.3000631,-71.1020406,23,27
42.32267,-71.0781786,3,11
42.3579785,-71.0583777,3,6
42.3582248,-71.058842,4,51
42.3229399,-71.0780685,6,49
42.3229851,-71.078137,12,4
42.3230038,-71.0776556,21,54
42.3227864,-71.0781267,1,0
42.2996668,-71.1014603,22,35
42.3228678,-71.0780698,22,49
42.3226926,-71.0782019,23,38
42.3229844,-71.0781456,15,13
42.3230604,-71.0781454,15,14
42.3230264,-71.0782943,3,5
42.323095,-71.0781707,4,5
42.3226739,-71.0782019,17,21
42.3230244,-71.0781329,6,34
42.3360169,-71.1683779,17,34
42.3360169,-71.1683779,17,34
42.3361368,-71.1688044,17,35
42.3229512,-71.0780858,20,58
42.3227588,-71.0781554,0,16
42.3229631,-71.0781554,13,43
42.3230462,-71.0781641,14,19
42.3229844,-71.078188,22,59
42.3229929,-71.0781669,14,38
42.3579884,-71.0583858,2,2
42.322921,-71.078232,2,19
42.3001223,-71.1023888,23,25
42.3229631,-71.0781554,15,40
42.3229466,-71.0781669,15,41
42.3229631,-71.0781554,15,53
42.3582128,-71.0587723,4,6
42.3230076,-71.0781437,4,43
42.3491934,-71.1299066,4,33
42.3494015,-71.1301472,4,34
42.3500916,-71.13053,4,34
42.3514564,-71.1301029,4,35
42.3528452,-71.1301745,4,36
42.3540667,-71.1301892,4,37
42.3579884,-71.0583858,4,45
42.3226739,-71.0782019,16,55
42.3579969,-71.0583777,5,12
42.3230391,-71.078284,8,49
42.3230896,-71.0781006,19,9
42.3230326,-71.0781646,10,47
42.323015,-71.0781444,10,49
42.3229406,-71.0781322,21,3
42.3229818,-71.0781554,12,24
42.3226739,-71.0782019,0,9
42.2993463,-71.102087,1,19
42.3229548,-71.0780331,14,11
42.3227809,-71.0779749,1,41
42.32267,-71.0781786,2,10
42.299672,-71.1015996,2,59
42.3379951,-71.1532727,2,58
42.3379951,-71.1532727,2,58
42.3379951,-71.1532727,2,58
42.3379951,-71.1532727,2,58
42.338589,-71.152514,2,59
42.338589,-71.152514,2,59
42.3392131,-71.1522138,2,59
42.3400495,-71.1515164,2,59
42.3400495,-71.1515164,2,59
42.3229929,-71.0781669,15,24
42.32267,-71.0781786,8,13
42.322711,-71.0782019,10,23
42.3228146,-71.0781554,21,24
42.323269,-71.0781978,21,58
42.3001422,-71.1025049,22,29
42.2996972,-71.10153,1,16
42.358001,-71.0584009,2,33
42.3231616,-71.0782888,23,39
42.3229266,-71.0782134,18,13
42.32267,-71.0781786,8,58
42.334577,-71.0761512,9,30
42.334577,-71.0761512,9,43
42.334577,-71.0761512,9,55
42.3224884,-71.0782155,10,41
42.3226926,-71.0782019,20,38
42.3227072,-71.0781786,21,43
42.3230272,-71.078209,21,58
42.3231691,-71.0782088,0,59
42.3591637,-71.0595036,1,12
42.2995964,-71.1014836,22,35
42.3583824,-71.0590045,1,46
42.330286,-71.0566599,22,35
42.3302724,-71.0581572,22,38
42.3302114,-71.0569848,22,40
42.3302447,-71.0569616,22,42
42.3318177,-71.0568223,22,44
42.3324331,-71.0567294,22,47
42.3350177,-71.0570776,22,49
42.3375094,-71.0571009,22,51
42.3366731,-71.0560098,22,53
42.3354892,-71.0553831,22,55
42.3001422,-71.1025049,23,6
42.2990228,-71.1017157,23,14
42.2993432,-71.1025049,23,19
42.32267,-71.0781786,2,31
42.3230506,-71.0781488,15,9
42.3229631,-71.0781554,15,28
42.3579677,-71.0584241,4,1
42.3229631,-71.0781554,16,34
42.3230997,-71.0781748,4,48
42.3232633,-71.0781818,19,28
42.3226885,-71.0781786,10,13
42.334577,-71.0761512,10,21
42.334577,-71.0761512,10,26
42.334577,-71.0761512,10,33
42.3228073,-71.0781669,10,42
42.3227072,-71.0781786,20,28
42.3229818,-71.0781554,12,28
42.3328875,-71.0493937,21,57
42.3328982,-71.0493473,22,15
42.3329335,-71.0505312,22,19
42.3323943,-71.0518312,22,21
42.3322404,-71.0520171,22,23
42.3317813,-71.0528063,22,25
42.3313222,-71.0543036,22,27
42.3305201,-71.0553135,22,29
42.3300314,-71.0564742,22,31
42.3301836,-71.0568223,22,33
42.3230541,-71.0781851,14,29
42.3230541,-71.0781887,4,36
42.3229406,-71.0781322,9,18
42.3229631,-71.0781554,10,14
42.3229406,-71.0781322,11,21
42.3226669,-71.0776825,20,54
42.3230865,-71.0781662,12,49
42.3229062,-71.0780394,22,38
42.3231244,-71.0781995,1,56
42.3579884,-71.0583858,1,55
42.3229631,-71.0781554,14,43
42.3579884,-71.0583858,2,45
42.3229339,-71.0782019,18,1
42.32267,-71.0781786,8,58
42.3469661,-71.0287092,18,47
42.3469902,-71.0287467,18,52
42.3345899,-71.0357899,19,2
42.3310006,-71.045633,19,7
42.3213886,-71.0540367,19,12
42.3130669,-71.0518546,19,14
42.2833052,-71.0496103,19,17
42.3226885,-71.0781786,19,43
42.3231127,-71.0781928,10,9
42.3226739,-71.0782019,20,4
42.3230624,-71.0781746,20,14
42.334577,-71.0761512,10,38
42.334577,-71.0761512,10,50
42.3360097,-71.1681735,0,37
42.3360995,-71.1672924,0,37
42.3362092,-71.166213,0,38
42.3372217,-71.1656759,0,38
42.3372217,-71.1656759,0,38
42.3349588,-71.1639722,0,38
42.3349588,-71.1639722,0,38
42.3349588,-71.1639722,0,38
42.3349588,-71.1639722,0,38
42.3341218,-71.1627909,0,39
42.3232081,-71.078345,14,10
42.322711,-71.0782019,22,48
42.32267,-71.0781786,1,48
42.2999713,-71.1021567,23,46
42.3000951,-71.1022288,23,48
42.3229631,-71.0781554,3,41
42.3229929,-71.0781669,15,58
42.3579639,-71.0584009,4,0
42.32267,-71.0781786,5,46
42.3229727,-71.0780789,6,24
42.32267,-71.0781786,8,18
42.3229885,-71.0780858,19,3
42.3226885,-71.0781786,19,10
42.3226739,-71.0782019,11,8
42.3229948,-71.0782067,21,34
42.3125647,-71.0686497,12,17
42.3123422,-71.0614186,12,22
42.3122991,-71.0612213,12,27
42.3122879,-71.0612098,12,33
42.3122825,-71.0613954,12,38
42.3123038,-71.0613025,12,41
42.3124176,-71.0615347,12,47
42.3123064,-71.0612098,12,52
42.3122958,-71.0612561,12,57
42.3123064,-71.0612098,13,2
42.3226885,-71.0781786,22,3
42.32267,-71.0781786,2,48
42.3229631,-71.0781554,15,8
42.3486739,-71.0970473,3,11
42.3486739,-71.0970473,3,11
42.3486953,-71.0976931,3,11
42.3489887,-71.0955147,3,12
42.3489365,-71.0949842,3,12
42.3488726,-71.094925,3,12
42.3488239,-71.0937655,3,12
42.3488281,-71.0926202,3,12
42.3488549,-71.0912315,3,12
42.3488549,-71.0912315,3,12
42.358001,-71.0584009,3,46
42.3461696,-71.0434741,3,23
42.3460211,-71.0434741,3,25
42.3459447,-71.0436249,3,27
42.3459574,-71.0434277,3,32
42.3459561,-71.0436366,3,36
42.3458911,-71.0437991,3,38
42.3460078,-71.0432884,3,40
42.3463083,-71.0446116,3,42
42.3460886,-71.0432735,3,44
42.3447113,-71.0498676,3,46
42.32267,-71.0781786,5,15
42.3230483,-71.0781648,5,23
42.3229631,-71.0781554,6,5
42.32267,-71.0781786,6,32
42.3226885,-71.0781786,18,12
42.3227224,-71.0780156,10,54
42.3232394,-71.0782074,11,34
42.3229672,-71.0781786,12,48
42.3229406,-71.0781322,13,39
42.3229346,-71.0778895,14,54
42.3226885,-71.0781786,23,14
42.326078,-71.0648542,22,47
42.326267,-71.0648195,22,49
42.3260141,-71.0651329,22,52
42.3229473,-71.0763216,22,55
42.3220645,-71.0771341,22,57
42.3221057,-71.0771573,22,58
42.3221011,-71.077784,23,0
42.3220577,-71.0775286,23,2
42.3221266,-71.0773893,23,5
42.3221307,-71.0774125,23,7
42.3229631,-71.0781554,2,11
42.3230586,-71.0781193,23,44
42.3581446,-71.0586446,2,39
42.3579884,-71.0583858,2,44
42.32267,-71.0781786,23,48
42.3504009,-71.1310738,3,3
42.3503779,-71.1288722,3,4
42.3503779,-71.1288722,3,4
42.3504381,-71.1288978,3,4
42.3505487,-71.1282342,3,4
42.3506308,-71.1268806,3,4
42.3506308,-71.1268806,3,4
42.3515161,-71.1253919,3,4
42.3515161,-71.1253919,3,4
42.3520847,-71.1245842,3,4
42.32267,-71.0781786,3,13
42.3581864,-71.0587259,3,19
42.3579732,-71.0584009,4,59
42.358332,-71.0591438,5,36
42.32267,-71.0781786,6,41
42.3229929,-71.0781669,7,18
42.3480249,-71.0660614,6,27
42.340029,-71.0654926,6,29
42.3421748,-71.0589813,6,31
42.3419086,-71.0553599,6,33
42.3454059,-71.0513749,6,36
42.3447017,-71.0399918,6,38
42.3379095,-71.0424991,6,40
42.3329166,-71.0493473,6,42
42.3328875,-71.0493937,6,44
42.332869,-71.0493937,7,11
42.3229631,-71.0781554,7,19
42.3229631,-71.0781554,7,48
42.3230872,-71.0782105,8,59
42.32267,-71.0781786,19,5
42.3227629,-71.0781786,10,53
42.3229333,-71.0781437,11,29
42.3230359,-71.0780947,20,34
42.3229818,-71.0781554,11,43
42.3229818,-71.0781554,12,23
42.3226885,-71.0781786,12,59
42.322711,-71.0782019,13,8
42.3228766,-71.0778879,21,54
42.322946,-71.0779989,2,4
42.3232081,-71.0782574,14,34
42.3000951,-71.1022288,23,38
42.3228866,-71.0781871,23,59
42.3232442,-71.0781198,5,0
42.3229406,-71.0781322,7,28
42.3229406,-71.0781322,21,23
42.2998148,-71.1021102,0,58
42.3230003,-71.0781554,2,25
42.3573488,-71.0591427,2,17
42.32267,-71.0781786,2,56
42.3229631,-71.0781554,16,44
42.2998625,-71.1020638,5,22
42.3600905,-71.0600453,5,52
42.3226739,-71.0782019,17,13
42.3228927,-71.0780609,6,13
42.3233217,-71.0786138,8,16
42.3229631,-71.0781554,8,28
42.3231376,-71.0782849,9,24
42.32267,-71.0781786,9,59
42.322971,-71.0782019,10,18
42.3229485,-71.0781786,10,38
42.3229404,-71.0780863,19,59
42.3233478,-71.078341,0,26
42.3225099,-71.0781267,21,58
42.3540281,-71.0719228,1,4
42.3229631,-71.0781554,14,23
42.322971,-71.0781234,23,9
42.334577,-71.0761512,1,33
42.2996753,-71.1015647,3,1
42.3503486,-71.1096819,3,9
42.3495046,-71.1030538,3,10
42.3495046,-71.1030538,3,10
42.3495046,-71.1030538,3,10
42.3495046,-71.1030538,3,10
42.3486739,-71.0970473,3,11
42.3486739,-71.0970473,3,11
42.3229274,-71.0781279,15,44
42.3229929,-71.0781669,3,26
42.3229514,-71.077963,15,54
42.3579969,-71.0583777,3,48
42.3232216,-71.0782811,16,9
42.3231364,-71.0781775,16,43
42.3229406,-71.0781322,16,43
42.2997104,-71.1017157,5,16
42.32267,-71.0781786,5,34
42.3229461,-71.0781591,5,35
42.32267,-71.0781786,5,40
42.3232045,-71.0785602,5,59
42.3600312,-71.0597473,5,52
42.3229631,-71.0781554,8,3
42.3230222,-71.0781205,18,48
42.3230076,-71.0781437,9,58
42.3229406,-71.0781322,10,43
42.3229818,-71.0781554,12,3
42.3229182,-71.0779403,21,9
42.3226926,-71.0782019,12,49
42.3227072,-71.0781786,21,43
42.3583599,-71.0589813,1,35
42.3579823,-71.0584009,3,35
42.3492977,-71.094719,4,13
42.3488666,-71.0974546,4,14
42.3488666,-71.0974546,4,14
42.3482291,-71.0992214,4,14
42.3379253,-71.1688712,17,56
42.323134,-71.0782043,8,18
42.3233237,-71.0782775,11,59
42.32267,-71.0781786,0,44
42.3229406,-71.0781322,0,45
42.3231691,-71.0782088,0,59
42.2996674,-71.1015183,1,5
42.3229631,-71.0781554,14,8
42.3579639,-71.0584009,2,31
42.3226739,-71.0782019,23,43
42.3230076,-71.0781437,5,6
42.3233795,-71.0783802,18,13
42.3230404,-71.0781854,9,19
42.32267,-71.0781786,19,16
42.3226739,-71.0782019,19,35
42.3231384,-71.078184,11,3
42.3226885,-71.0781786,20,8
42.3230561,-71.0781554,13,4
42.334577,-71.0761512,14,35
42.3228228,-71.0779486,23,19
42.32267,-71.0781786,4,4
42.32267,-71.0781786,6,48
42.3227814,-71.0781786,11,13
42.3230684,-71.0783357,1,25
42.3229421,-71.0780815,15,34
42.3226739,-71.0782019,17,15
42.3497502,-71.0577974,5,59
42.350095,-71.0574259,6,8
42.3505764,-71.0573098,6,10
42.3502014,-71.0596777,6,12
42.3434754,-71.0642043,6,14
42.3428352,-71.0781786,6,16
42.346101,-71.0839353,6,19
42.3459606,-71.0836568,6,21
42.3475911,-71.0788518,6,23
42.3496894,-71.070971,6,25
42.32267,-71.0781786,7,59
42.322616,-71.0780417,19,15
42.3229485,-71.0781786,10,29
42.3226926,-71.0782019,0,53
42.3229558,-71.0781669,13,33
42.3229704,-71.0782158,13,49
42.3230468,-71.0782,2,49
42.3231468,-71.0783055,15,51
42.299634,-71.1022495,3,29
42.2997883,-71.1020638,4,52
42.3583015,-71.059074,5,48
42.3229844,-71.0781456,7,53
42.3236536,-71.0779726,19,53
42.3226739,-71.0782019,20,23
42.322971,-71.0782019,12,53
42.334577,-71.0761512,23,44
42.334577,-71.0761512,23,47
42.334577,-71.0761512,0,10
42.334577,-71.0761512,0,13
42.3229637,-71.0782134,13,13
42.3502854,-71.072886,1,26
42.3579884,-71.0583858,1,57
42.3221216,-71.0772501,1,25
42.3221228,-71.0773662,1,31
42.3221003,-71.077343,1,37
42.3221289,-71.0772384,1,40
42.3221413,-71.0773662,1,42
42.3221453,-71.0773893,1,52
42.3221228,-71.0773662,1,54
42.3221526,-71.0773777,1,56
42.322138,-71.077401,1,58
42.3221228,-71.0773662,2,0
42.3230077,-71.0781976,23,24
42.3511541,-71.116022,3,7
42.3511541,-71.116022,3,7
42.3511541,-71.116022,3,7
42.3509433,-71.1149364,3,7
42.3507092,-71.1125252,3,8
42.3505124,-71.1109798,3,8
42.3505124,-71.1109798,3,8
42.3230239,-71.0781573,3,20
42.3580162,-71.0584356,3,21
42.3226885,-71.0781786,4,5
42.3228204,-71.0780446,5,48
42.3500526,-71.0572866,5,18
42.3497502,-71.0577974,5,20
42.3497686,-71.0577974,5,29
42.3497502,-71.0577974,5,31
42.3497686,-71.0577974,5,41
42.3497502,-71.0577974,5,43
42.3497686,-71.0577974,5,51
42.3498366,-71.0574681,5,53
42.3497686,-71.0577974,5,55
42.3497502,-71.0577974,5,57
42.3229844,-71.0781456,7,36
42.3230143,-71.0782335,7,54
42.32267,-71.0781786,9,3
42.3230377,-71.0782835,9,4
42.3229844,-71.0781456,11,33
42.3231353,-71.0783525,12,44
42.3226739,-71.0782019,23,5
42.3229631,-71.0781554,16,3
42.2996211,-71.1017917,5,31
42.3230195,-71.0781784,17,15
42.3229631,-71.0781554,6,33
42.3229883,-71.0782785,6,46
42.3230076,-71.0781437,9,8
42.32267,-71.0781786,19,36
42.3227629,-71.0781786,11,53
42.3230402,-71.0780626,20,53
42.334577,-71.0761512,0,30
42.3001026,-71.1022727,22,31
42.2995475,-71.1025049,22,32
42.2993752,-71.1023656,22,36
42.3574733,-71.0586795,1,32
42.3228749,-71.0782366,23,58
42.3579969,-71.0583777,5,4
42.3229819,-71.078183,17,7
42.3230805,-71.0782943,5,33
42.3583865,-71.0590276,5,49
42.3229406,-71.0781322,17,50
42.3229893,-71.0782414,8,10
42.3230397,-71.0782091,8,24
42.32267,-71.0781786,19,23
42.3226123,-71.0780267,10,2
42.3230599,-71.0780746,20,49
42.3229818,-71.0781554,12,20
42.3230772,-71.0781645,22,9
42.2997923,-71.102087,1,17
42.334577,-71.0761512,13,39
42.334577,-71.0761512,13,52
42.3229929,-71.0781669,14,18
42.3488926,-71.0901689,3,12
42.3490523,-71.0890917,3,12
42.3494537,-71.086872,3,13
42.3494537,-71.086872,3,13
42.3494537,-71.086872,3,13
42.3498041,-71.0857398,3,13
42.3498041,-71.0857398,3,13
42.3511556,-71.0884408,3,15
42.3511556,-71.0884408,3,15
42.3511556,-71.0884408,3,15
42.3553592,-71.0517385,3,49
42.3593365,-71.0541577,3,51
42.3569233,-71.0610009,3,54
42.3522152,-71.0646221,3,56
42.3516714,-71.0640998,3,58
42.3517051,-71.0641347,4,0
42.3516746,-71.064065,4,2
42.3516972,-71.0640883,4,4
42.3515623,-71.063299,4,6
42.3515439,-71.063299,4,8
42.323167,-71.0786076,5,51
42.3230591,-71.0784283,9,34
42.3233443,-71.07806,10,3
42.3232929,-71.0781215,19,36
42.32267,-71.0781786,19,58
42.3230057,-71.0781224,11,54
42.3229672,-71.0781786,12,43
42.3230961,-71.0781061,21,59
42.3426625,-71.1437541,3,0
42.3436171,-71.1428358,3,0
42.3436171,-71.1428358,3,0
42.3485355,-71.1400129,3,1
42.3484204,-71.1402206,3,1
42.3483527,-71.1402258,3,1
42.348423,-71.1401167,3,1
42.3504009,-71.1310738,3,3
42.3504009,-71.1310738,3,3
42.3504009,-71.1310738,3,3
42.3231218,-71.0782414,4,2
42.3229631,-71.0781554,4,34
42.3226739,-71.0782019,18,7
42.3231381,-71.0782773,8,34
42.3231889,-71.0782443,19,12
