latitude,longitude,hour,minute
42.3415388,-71.1471317,3,0
42.3421295,-71.1446247,3,0
42.3421295,-71.1446247,3,0
42.3421295,-71.1446247,3,0
42.3426625,-71.1437541,3,0
42.32267,-71.0781786,3,48
42.3230506,-71.0781679,3,49
42.3582207,-71.0588188,4,15
42.3579884,-71.0583858,4,20
42.3227179,-71.0783321,16,29
42.322971,-71.0782019,17,1
42.3229631,-71.0781554,6,6
42.3226885,-71.0781786,6,44
42.32267,-71.0781786,7,3
42.3231497,-71.0781523,8,14
42.3247928,-71.0562167,20,42
42.3242651,-71.0557476,20,42
42.3102386,-71.0533471,20,44
42.3102386,-71.0533471,20,44
42.3038732,-71.0522566,20,44
42.30091,-71.04896,20,45
42.3002065,-71.0484678,20,45
42.2997481,-71.0482286,20,45
42.2949632,-71.0457126,20,45
42.2900193,-71.0435896,20,46
42.32267,-71.0781786,21,18
42.3227667,-71.0782019,0,24
42.3224056,-71.0783927,22,29
42.3230274,-71.07821,2,32
42.3232975,-71.0784393,4,47
42.3221599,-71.0773662,2,38
42.3221003,-71.077343,2,45
42.3221289,-71.0772384,3,4
42.3221958,-71.0772501,3,23
42.3221374,-71.077343,3,29
42.32214,-71.0772501,3,58
42.3221362,-71.0772269,4,5
42.3221029,-71.0772501,4,12
42.3220511,-71.0772732,4,17
42.3221216,-71.0772501,4,54
42.3579884,-71.0583858,5,11
42.3229631,-71.0781554,8,43
42.3231201,-71.0781045,19,24
42.2996494,-71.102176,0,47
42.322849,-71.0782483,1,24
42.3226739,-71.0782019,17,8
42.3231225,-71.078167,7,37
42.3229845,-71.0781014,8,4
42.3231411,-71.0782399,8,19
42.3230805,-71.0782072,9,59
42.3226885,-71.0781786,10,24
42.3229777,-71.0781322,11,49
42.3229117,-71.078094,20,48
42.3226599,-71.0781899,21,38
42.3226739,-71.0782019,1,6
42.2995041,-71.1022495,1,26
42.2996101,-71.1017272,1,27
42.3230896,-71.0782883,23,29
42.3233333,-71.0781756,23,34
42.3229631,-71.0781554,5,30
42.3229412,-71.0781368,6,12
42.3230815,-71.0782862,8,29
42.3231273,-71.0783086,9,29
42.3227072,-71.0781786,19,11
42.3229406,-71.0781322,10,48
42.3230758,-71.0782715,23,23
42.3579969,-71.0583777,4,21
42.3222641,-71.0784077,16,29
42.3230076,-71.0781437,4,41
42.3579924,-71.0583843,4,34
42.3233334,-71.0781073,19,19
42.3328875,-71.0493937,22,11
42.3329207,-71.0493705,23,36
42.3328875,-71.0493937,23,38
42.3318338,-71.052191,0,9
42.3329166,-71.0493473,0,11
42.3350242,-71.0519614,0,13
42.3445898,-71.0416169,0,16
42.3460715,-71.0433348,0,18
42.3461512,-71.043149,0,20
42.3462439,-71.043149,0,22
42.323072,-71.0781552,22,54
42.3230456,-71.078149,23,6
42.3234366,-71.0787355,2,58
42.322711,-71.0782019,23,53
42.3579884,-71.0583858,3,55
42.3579823,-71.0584009,5,25
42.3230642,-71.0781986,17,8
42.3230993,-71.0781897,7,42
42.334577,-71.0761512,18,22
42.3226926,-71.0782019,13,23
42.3232069,-71.0781162,22,19
42.3228384,-71.0782947,0,3
42.3462439,-71.043149,0,24
42.3382116,-71.0437596,0,41
42.3462366,-71.0431606,0,43
42.3462439,-71.043149,1,14
42.3461271,-71.0433348,3,2
42.3460954,-71.0434741,3,5
42.3460821,-71.0432884,3,11
42.3460748,-71.0432999,3,17
42.3460699,-71.0438688,3,19
42.3462162,-71.0429865,3,21
42.3230815,-71.0781691,4,6
42.3583579,-71.0591321,5,35
42.3226739,-71.0782019,17,15
42.3226885,-71.0781786,17,59
42.32267,-71.0781786,7,23
42.3233468,-71.0784959,8,9
42.3230551,-71.0783386,8,54
42.322881,-71.078109,19,45
42.3226739,-71.0782019,11,9
42.3232919,-71.0780614,21,57
42.2993432,-71.1025049,23,19
42.3229844,-71.0781456,4,26
42.3579969,-71.0583777,4,39
42.3229631,-71.0781554,6,23
42.3229897,-71.0782019,18,9
42.3231354,-71.0782423,8,21
42.334577,-71.0761512,10,21
42.334577,-71.0761512,10,26
42.334577,-71.0761512,10,33
42.3227629,-71.0781786,0,27
42.334577,-71.0761512,12,48
42.334577,-71.0761512,13,1
42.334577,-71.0761512,13,13
42.3233105,-71.078341,1,40
42.3228926,-71.0781267,0,5
42.3229631,-71.0781554,15,36
42.3226739,-71.0782019,6,21
42.3230964,-71.0783453,7,29
42.3226885,-71.0781786,13,34
42.3579884,-71.0583858,2,16
42.3230833,-71.0781918,4,3
42.3230093,-71.0781883,4,19
42.3230969,-71.0782967,17,25
42.3232538,-71.0783683,18,13
42.3229333,-71.0781437,18,41
42.3232483,-71.0785653,9,23
42.3230989,-71.0780733,21,41
42.3230081,-71.0781748,23,6
42.3231326,-71.0781935,15,4
42.3230509,-71.0781873,2,26
42.3226739,-71.0782019,16,59
42.3579884,-71.0583858,4,58
42.3614728,-71.0636239,5,53
42.3229339,-71.0782019,17,32
42.3229333,-71.0781011,6,54
42.3229737,-71.0781334,7,4
42.3235591,-71.0785172,18,10
42.3226739,-71.0782019,8,33
42.3228421,-71.078193,10,19
42.3226885,-71.0781786,10,45
42.3229406,-71.0781322,0,32
42.3227072,-71.0781786,22,43
42.3226739,-71.0782019,23,13
42.3579884,-71.0583858,2,50
42.323092,-71.0782816,4,28
42.3579925,-71.0583836,4,40
42.3563607,-71.0621614,4,54
42.3565557,-71.061999,4,57
42.3564549,-71.0619526,4,59
42.3564403,-71.0619758,5,3
42.3561949,-71.0622775,5,5
42.3553555,-71.0629043,5,7
42.3517276,-71.0641579,5,10
42.3522762,-71.0620455,5,12
42.3523233,-71.0581919,5,14
42.3501072,-71.0568455,5,16
42.3229437,-71.0779812,11,4
42.3229406,-71.0781322,20,18
42.3583852,-71.0590199,1,40
42.3230003,-71.0781554,2,18
42.3226599,-71.0781899,14,59
42.3579884,-71.0583858,3,4
42.3520847,-71.1245842,3,4
42.3520386,-71.1231304,3,5
42.3520386,-71.1231304,3,5
42.3520386,-71.1231304,3,5
42.3516822,-71.1212674,3,5
42.3516664,-71.1211623,3,5
42.3515765,-71.120192,3,5
42.351547,-71.1186902,3,5
42.351547,-71.1186902,3,5
42.351547,-71.1186902,3,5
42.3229631,-71.0781554,15,43
42.3229929,-71.0781669,15,59
42.3582042,-71.0586678,4,8
42.3229631,-71.0781554,16,38
42.3238977,-71.0781169,4,59
42.2996211,-71.1017917,5,19
42.3229406,-71.0781322,17,22
42.3232937,-71.0782708,6,43
42.3229929,-71.0781669,7,41
42.3230957,-71.0781622,8,44
42.323211,-71.0780137,9,9
42.32267,-71.0781786,9,43
42.2795259,-71.1140406,17,17
42.2796605,-71.1145458,17,24
42.2794075,-71.1141103,17,27
42.2797967,-71.1139942,17,46
42.2789232,-71.1206557,17,49
42.2766357,-71.1250713,17,51
42.2856538,-71.1375989,17,54
42.2871731,-71.1499808,17,56
42.2900337,-71.1531952,17,58
42.2931815,-71.1623159,18,30
42.2957924,-71.1578253,18,33
42.2955863,-71.1584171,18,37
42.2980481,-71.1294406,19,9
42.2923289,-71.1236266,19,11
42.3231066,-71.0781827,19,28
42.3231932,-71.078137,10,4
42.3228518,-71.0781554,20,33
42.334577,-71.0761512,11,39
42.334577,-71.0761512,11,46
42.3227072,-71.0781786,12,58
42.3226739,-71.0782019,13,19
42.3226554,-71.0782019,1,40
42.3229631,-71.0781554,16,49
42.3638649,-71.0536767,5,58
42.3229631,-71.0781554,7,43
42.334577,-71.0761512,8,30
42.334577,-71.0761512,8,35
42.3226885,-71.0781786,10,7
42.3229818,-71.0781554,12,8
42.3226885,-71.0781786,21,59
42.3229929,-71.0781669,14,4
42.2996674,-71.1015183,1,5
42.2995942,-71.1023424,1,24
42.3221216,-71.0772501,4,54
42.3240106,-71.0760145,10,59
42.3244056,-71.075059,11,15
42.3221216,-71.0772501,11,18
42.3236533,-71.0759966,11,38
42.3387827,-71.0773313,12,3
42.3388828,-71.0773198,21,34
42.3280713,-71.0682087,21,45
42.3275365,-71.0613257,22,16
42.326078,-71.0648542,22,47
42.32267,-71.0781786,23,33
42.3232785,-71.0781954,23,33
42.3000863,-71.1025049,23,36
42.2997092,-71.1015996,2,43
42.3230076,-71.0781437,4,11
42.2996211,-71.1017917,5,17
42.3230179,-71.078193,8,39
42.3229743,-71.0781889,19,3
42.3229479,-71.0781205,0,10
42.3230319,-71.0781078,22,34
42.3229929,-71.0781669,14,13
42.3230635,-71.0782328,15,0
42.3226739,-71.0782019,0,4
42.3229127,-71.0781385,0,5
42.3229526,-71.0782019,16,56
42.3226739,-71.0782019,17,17
42.3226885,-71.0781786,17,23
42.334577,-71.0761512,18,22
42.32267,-71.0781786,9,23
42.3232283,-71.0782947,0,31
42.332869,-71.0493937,7,13
42.3328875,-71.0493937,7,15
42.332869,-71.0493937,7,17
42.3328875,-71.0493937,7,19
42.332869,-71.0493937,8,16
42.3328836,-71.0493705,8,29
42.3328875,-71.0493937,8,33
42.3328948,-71.0493822,9,53
42.3328875,-71.0493937,9,59
42.3329207,-71.0493705,13,8
42.3583452,-71.0579714,1,11
42.3009362,-71.054895,20,36
42.3013377,-71.0544251,22,26
42.2993752,-71.1023656,22,35
42.334577,-71.0761512,1,1
42.3229268,-71.078094,22,44
42.3579884,-71.0583858,1,49
42.323027,-71.0781897,3,42
42.2996211,-71.1017917,5,1
42.3230003,-71.0781554,8,8
42.3365475,-71.1684821,18,41
42.3226739,-71.0782019,9,58
42.3230779,-71.0782074,19,54
42.3229631,-71.0781554,13,38
42.3232282,-71.0780844,22,24
42.3229631,-71.0781554,14,53
42.3511934,-71.0882871,3,23
42.351561,-71.0869274,3,25
42.351561,-71.0869274,3,25
42.3516662,-71.0868882,3,28
42.3519053,-71.0860801,3,29
42.3524908,-71.0835238,3,32
42.3524908,-71.0835238,3,32
42.3519521,-71.0853963,3,39
42.3514525,-71.087208,3,39
42.350968,-71.0889669,3,39
42.32267,-71.0781786,5,52
42.3230992,-71.0782998,17,25
42.322534,-71.0781033,7,27
42.3229717,-71.0782014,18,34
42.32267,-71.0781786,9,28
42.3226739,-71.0782019,19,35
42.3229406,-71.0781322,11,40
42.3229169,-71.0780118,21,39
42.3228,-71.0781786,13,14
42.339319,-71.166508,0,35
42.338711,-71.1668447,0,36
42.338711,-71.1668447,0,36
42.3386335,-71.1677217,0,36
42.3382309,-71.1686886,0,36
42.3368423,-71.1683681,0,37
42.3368423,-71.1683681,0,37
42.3368423,-71.1683681,0,37
42.3524905,-71.0680809,1,5
42.323073,-71.0781511,23,54
42.3229846,-71.0781622,15,19
42.3229844,-71.0781456,5,17
42.3230748,-71.0780135,7,13
42.3228977,-71.0781952,18,27
42.32267,-71.0781786,8,18
42.3123064,-71.0612098,13,7
42.3122043,-71.0610473,13,12
42.3122508,-71.0612098,13,17
42.3121725,-71.0611866,14,57
42.3122879,-71.0612098,15,2
42.3122838,-71.0611866,15,8
42.3122123,-71.0610937,18,28
42.3193681,-71.0567758,18,32
42.3294364,-71.057774,18,37
42.3463708,-71.0479081,18,42
42.3226885,-71.0781786,10,8
42.3230793,-71.0781914,10,34
42.3228857,-71.0780405,21,4
42.3227459,-71.0780291,12,40
42.3226739,-71.0782019,21,53
42.299767,-71.1021567,0,22
42.3226739,-71.0782019,0,58
42.334577,-71.0761512,21,50
42.3579884,-71.0583858,2,26
42.3579884,-71.0583858,2,57
42.3508784,-71.0894147,3,16
42.3508781,-71.0894154,3,16
42.3507466,-71.0896801,3,16
42.3507404,-71.0896932,3,16
42.350711,-71.0898688,3,17
42.3505081,-71.0896382,3,17
42.3505267,-71.0896493,3,17
42.3508137,-71.0897669,3,20
42.3508431,-71.0894871,3,21
42.3509943,-71.0890259,3,22
42.32267,-71.0781786,3,34
42.3226885,-71.0781786,3,35
42.3580083,-71.0583892,3,28
42.3229929,-71.0781669,16,8
42.3229631,-71.0781554,4,18
42.3579823,-71.0584009,5,32
42.3583532,-71.0590508,5,43
42.3229406,-71.0781322,17,38
42.3230003,-71.0781554,8,23
42.3229936,-71.0782251,19,53
42.3228146,-71.0781554,10,59
42.3226739,-71.0782019,21,13
42.3230969,-71.0782873,12,54
42.3231178,-71.0782095,14,44
42.3229631,-71.0781554,15,3
42.3573488,-71.0591427,3,20
42.3229631,-71.0781554,16,23
42.3579969,-71.0583777,4,46
42.3528674,-71.1301208,4,39
42.3516618,-71.1301132,4,41
42.3505744,-71.1313719,4,46
42.3505744,-71.1313719,4,46
42.3231096,-71.0782431,17,54
42.32267,-71.0781786,19,4
42.3229406,-71.0781322,13,29
42.3231222,-71.0783189,13,54
42.3229631,-71.0781554,14,3
42.3526835,-71.0711683,1,4
42.3228724,-71.0781918,22,30
42.3591637,-71.0595036,1,12
42.3229631,-71.0781554,14,39
42.3226926,-71.0782019,23,8
42.3579884,-71.0583858,2,4
42.3228919,-71.0781306,16,24
42.2996211,-71.1017917,5,11
42.3226739,-71.0782019,17,6
42.3232016,-71.0781114,19,4
42.3232016,-71.0781114,19,4
42.3229652,-71.0779633,11,3
42.3226885,-71.0781786,11,3
42.3269275,-71.058213,20,42
42.3233478,-71.078341,0,25
42.3227037,-71.0782134,13,18
42.3226885,-71.0781786,1,5
42.334577,-71.0761512,13,39
42.334577,-71.0761512,13,52
42.3229631,-71.0781554,14,28
42.3226599,-71.0781899,15,18
42.3582757,-71.0590857,3,12
42.3229631,-71.0781554,16,18
42.3229856,-71.0781786,16,33
42.323064,-71.0782019,17,14
42.3230408,-71.0781832,10,12
42.3341218,-71.1627909,0,39
42.3336431,-71.1653422,0,39
42.3335651,-71.1663974,0,39
42.3334649,-71.167234,0,39
42.323376,-71.078345,1,15
42.3582297,-71.0585014,1,38
42.3226739,-71.0782019,23,28
42.3230697,-71.0781897,5,31
42.3226885,-71.0781786,17,26
42.3229631,-71.0781554,6,58
42.3229905,-71.0782256,9,49
42.323052,-71.0781322,10,3
42.322922,-71.0781322,19,48
42.3226666,-71.0782134,20,3
42.3229672,-71.0781786,11,38
42.3328875,-71.0493937,19,8
42.3328836,-71.0493705,19,39
42.3328875,-71.0493937,19,47
42.3328982,-71.0493473,20,3
42.3328875,-71.0493937,20,9
42.3328836,-71.0493705,21,15
42.3330348,-71.0493982,21,17
42.3328875,-71.0493937,21,19
42.3328795,-71.0493473,21,51
42.3328875,-71.0493937,21,55
42.3229631,-71.0781554,14,58
42.3579969,-71.0583777,2,11
42.3229844,-71.0781456,2,39
42.3579903,-71.0584473,3,20
42.3580083,-71.0583892,3,27
42.3229844,-71.0781456,5,22
42.299512,-71.102296,5,29
42.322985,-71.0781205,6,19
42.3231025,-71.0781681,10,24
42.3230154,-71.07862,10,44
42.3031186,-71.0546328,18,59
42.3042601,-71.0539357,19,0
42.3043384,-71.053476,19,0
42.3040944,-71.0541438,19,0
42.3044336,-71.0551085,19,0
42.3046441,-71.0561434,19,0
42.3052831,-71.056938,19,0
42.3056462,-71.0576318,19,0
42.3060374,-71.0575699,19,1
42.3075904,-71.0583743,19,1
42.3083507,-71.0584498,19,2
42.3089432,-71.0581805,19,2
42.3093074,-71.0579637,19,2
42.309773,-71.0578472,19,2
42.3103268,-71.0576923,19,2
42.3110723,-71.0576321,19,3
42.3114838,-71.0576402,19,4
42.3123062,-71.0575218,19,5
42.3129459,-71.056968,19,6
42.3136798,-71.0570766,19,6
42.3144546,-71.0569152,19,6
42.3152168,-71.0564889,19,6
42.3159314,-71.0567241,19,6
42.3163378,-71.0566225,19,6
42.3167198,-71.0566954,19,6
42.3170898,-71.0566807,19,6
42.3179172,-71.0566994,19,7
42.3183261,-71.0567644,19,7
42.3187279,-71.0564763,19,7
42.3188937,-71.0558612,19,8
42.3189791,-71.0549805,19,8
42.3189894,-71.0542407,19,8
42.318996,-71.0533761,19,8
42.319153,-71.0528621,19,8
42.318826,-71.0523162,19,12
42.3183709,-71.0523145,19,13
42.3177884,-71.0525853,19,13
42.317048,-71.0520724,19,13
42.3165627,-71.0516344,19,13
42.3161021,-71.0522784,19,13
42.315558,-71.0523207,19,13
42.3135196,-71.0526655,19,13
42.3122104,-71.0533296,19,14
42.3117116,-71.0539333,19,14
42.311373,-71.0535802,19,14
42.3109912,-71.0530249,19,14
42.3114515,-71.0528239,19,14
42.3123521,-71.0523519,19,15
42.312689,-71.0514859,19,15
42.3129181,-71.0507772,19,15
42.3125208,-71.0500278,19,15
42.3125151,-71.0486546,19,15
42.3126124,-71.0475839,19,15
42.3123841,-71.0466585,19,15
42.3125857,-71.045994,19,16
42.3099918,-71.0453679,19,17
42.3049008,-71.0474858,19,17
42.3010613,-71.0495961,19,18
42.3015262,-71.0500439,19,19
42.3016011,-71.0506021,19,19
42.301436,-71.0512785,19,19
42.3011514,-71.0517418,19,19
42.3003916,-71.0520027,19,19
42.2999516,-71.0516946,19,19
42.3003083,-71.053433,19,20
42.3007585,-71.0542364,19,20
42.3011838,-71.0547455,19,20
42.3013781,-71.0549425,20,16
42.30409,-71.0540931,20,16
42.3046253,-71.0546602,20,16
42.3031831,-71.052245,20,16
42.3027429,-71.0514467,20,17
42.3011873,-71.0496512,20,17
42.3098799,-71.0453907,20,19
42.3195982,-71.0499467,20,22
42.3201799,-71.0504656,20,22
42.3201335,-71.0510581,20,23
42.3193767,-71.0508037,20,23
42.3188124,-71.0512294,20,24
42.3189498,-71.0507657,20,24
42.318595,-71.049999,20,28
42.3165235,-71.0488014,20,29
42.3148413,-71.0484448,20,29
42.3134073,-71.0479597,20,31
42.3140524,-71.047468,20,31
42.3123793,-71.0462197,20,32
42.3102638,-71.0454689,20,33
42.3044711,-71.0477102,20,33
42.3010851,-71.0496812,20,34
42.3013248,-71.051377,20,34
42.3009709,-71.0520447,20,34
42.3004,-71.0520028,20,34
42.2999706,-71.0517754,20,34
42.3001885,-71.0528398,20,34
42.3006293,-71.0538532,20,35
42.3008875,-71.0545521,20,35
42.3013767,-71.0548416,20,36
42.3233881,-71.0783276,22,13
42.3568532,-71.062057,1,13
42.32267,-71.0781786,2,3
42.3579823,-71.0584009,2,19
42.3234366,-71.0783565,15,24
42.3226853,-71.0781049,0,5
42.3230891,-71.0781827,15,29
42.3229631,-71.0781554,16,28
42.358203,-71.0585517,5,19
42.3230606,-71.0781796,5,32
42.3579884,-71.0583858,5,24
42.3229406,-71.0781322,18,25
42.3231491,-71.078284,8,58
42.3230805,-71.0782072,9,59
42.3226669,-71.0776825,20,54
42.3229818,-71.0781554,12,13
42.3230003,-71.0781452,12,29
42.3229465,-71.0780527,21,19
42.323089,-71.0781318,22,4
42.3229007,-71.0782251,13,24
42.3230596,-71.0782153,14,24
42.32267,-71.0781786,3,54
42.3229631,-71.0781554,4,12
42.3579969,-71.0583777,4,33
42.3228841,-71.0782644,17,3
42.2997591,-71.1021102,5,18
42.3226587,-71.0781669,17,43
42.3231411,-71.0782399,8,19
42.3229631,-71.0781554,9,13
