Borough,Block,Lot,Population
MN,72,7501,6.708758773035867
MN,73,2,81.28397910458365
MN,73,8,23.212818711021026
MN,73,10,164040.32957246678
MN,73,11,5530.817369279443
MN,73,14,16.3865123547216
MN,74,1,203.79177634850157
MN,74,7501,16803.73536884932
MN,75,1,14.673761492058164
MN,75,8,1601.3245870163175
MN,75,9,3116.13179500405
MN,75,21,5892.871797456498
MN,75,30,7576.640681666399
MN,75,43,0.30662086809510836
MN,75,46,835.4660037092572
MN,75,48,326.4427815196885
MN,75,7501,5.322087463395812
MN,75,7502,5.345587662786494
MN,75,7503,21.45160097416458
MN,76,1,1603.2270725288968
MN,76,6,5.345095782298173
MN,76,7,741.1418690141869
MN,76,8,732.0844917163294
MN,76,24,4.557243357283752
MN,76,28,124.27367296630683
MN,76,7501,7.964952072370995
MN,76,7502,20.96525630630495
MN,77,1,6.854345055242154
MN,77,8,15574.125663439625
MN,77,15,14.028533158524246
MN,77,18,4.091640746205978
MN,77,20,1645.4136207705014
MN,77,24,7.63264111100235
MN,78,1,2.8272266746512447
MN,78,4,10130.027729748217
MN,78,11,58.75056885170241
MN,78,20,163.17731099419277
MN,78,40,1.7440948189814687
MN,78,41,2665.9609169517707
MN,78,42,401.0215880773086
MN,78,43,1.8046435211815284
MN,78,44,797.8527322194788
MN,78,45,24.73524066799902
MN,78,47,9.561903980288896
MN,78,7502,32.725130542388904
MN,78,7503,51.11924356536921
MN,78,7504,73.64956810288527
MN,78,7505,191.72727567023207
MN,78,7506,4.737497995816211
MN,78,7507,6.490325666877647
MN,78,7508,5.189121623890605
MN,78,7509,0.4965137243855641
MN,78,7510,1.7086037226810813
MN,79,2,366.29058989466034
MN,79,4,5.904395842417959
MN,79,6,11.53439389884433
MN,79,10,346.3659224762422
MN,79,14,1449.7526627829654
MN,79,15,855.0023843882036
MN,79,25,10061.98937655605
MN,79,26,4.150689172477285
MN,79,7501,10.69148550459139
MN,79,7502,11.705050247000349
MN,79,7503,5.40260676575139
MN,80,1,18230.900134744035
MN,80,4,162.57527727708455
MN,84,36,25923.055749589636
MN,84,7501,2946.419158128777
MN,86,1,19471.03425267206
MN,87,1,7.407534707242298
MN,88,1,9094.744387531546
MN,88,2,973.4609144411676
MN,88,4,0.8867083275814439
MN,88,5,2502.259117096038
MN,88,8,5257.749366895787
MN,88,10,2389.856498788591
MN,88,11,7.4232870074931245
MN,88,14,17.901631063249397
MN,88,18,10592.612135207068
MN,89,1,3765.69102831979
MN,89,2,579.2601093490474
MN,89,3,58.11992507415109
MN,89,12,15754.249383889017
MN,90,1,39111.04144874506
MN,90,7,27.47592357845101
MN,90,13,20.514608911585867
MN,90,17,19.383390284235023
MN,90,22,2.245497377373298
MN,90,23,6.4159968871756945
MN,90,24,1.9137093612291143
MN,90,7501,27.719942638342573
MN,90,7502,4.951476544608731
MN,90,7503,5.446024679583688
MN,91,9,133.01565440293663
MN,91,11,7789.020268930578
MN,91,13,2606.0509596173792
MN,91,7501,4.092910650683657
MN,91,7502,18.48077788153717
MN,91,7503,3.5973536290334818
MN,92,3,2.549738810910304
MN,92,5,4186.655750420794
MN,92,10,344.5402122350309
MN,92,13,12.203638442744548
MN,92,14,31.66665168207582
MN,92,17,4.122976004820959
MN,92,23,2438.1388670808174
MN,92,24,2983.7546377514527
MN,92,26,5.717285496739076
MN,92,27,2.8707441902303854
MN,92,28,4.881584109282834
MN,92,29,25.49661735044632
MN,92,30,1442.5680222156016
MN,92,32,1102.2739432087924
MN,92,34,377.04980712052486
MN,92,7501,75.59201193907985
MN,93,1,10574.691413510058
MN,93,24,29.510780150961146
MN,93,25,105.88425826337549
MN,93,26,182.2033252935314
MN,93,28,4.3550258010492335
MN,93,29,9515.371026435398
MN,93,30,5.317511055482194
MN,93,34,2.4141522004969924
MN,93,7501,1927.8244197924712
MN,94,1,79.90718791615201
MN,94,25,12241.216325446196
MN,95,27,5.351403560993642
MN,95,101,4.563632312421221
MN,95,7501,4.750021951439789
MN,96,1,97310.51416654974
MN,96,5,791.1597795625049
MN,96,8,604.8256400275014
MN,96,12,2441.8265975389318
MN,97,1,3.2235288456793865
MN,97,2,2.9216743291377694
MN,97,3,242.48882786018436
MN,97,4,242.48882786018436
MN,97,5,63.45043279152503
MN,97,6,706.3232269638033
MN,97,7,71.3967136869908
MN,97,8,267.4700228282705
MN,97,9,112.26326804263438
MN,97,10,3.1117666427820643
MN,97,13,186.82762681004456
MN,97,15,10.20603490860653
MN,97,17,1.9161286104807342
MN,97,18,3.829663790698439
MN,97,24,2.3733021660948688
MN,97,26,1.2120779016986871
MN,97,30,3.01225677454585
MN,97,31,219.38646626780377
MN,97,32,3.0705197558365214
MN,97,33,0.43593623356746053
MN,97,35,2.4586072875466645
MN,97,36,2.5940826685392717
MN,97,43,33.20594591963577
MN,97,44,0.11316596056213718
MN,97,45,0.11047024070415314
MN,97,49,4.5004535840822735
MN,97,55,0.5490475505221538
MN,97,57,15.776020176829366
MN,97,144,0.1121873384343208
MN,97,7501,0.3982858096156831
MN,97,7502,0.827368810264173
MN,97,7503,17.983638653956216
MN,97,7504,2.508299583034172
MN,97,7505,17.70794159266069
MN,100,1,6476.9214898867285
MN,100,26,5.238798822299282
MN,100,7501,9.465908423564379
MN,100,7502,40.810309671038226
MN,101,1,9.501727866264579
MN,101,2,3157.899323928147
MN,102,1,10227.060028969634
MN,106,2,0.4683048520519196
MN,106,3,0.6526810552232964
MN,106,5,0.7325045571594342
MN,106,6,6.159984246173069
MN,106,9,59.49930541986734
MN,106,17,17.387774761176598
MN,106,20,132.00152416161566
MN,106,7501,0.42969981250153066
MN,106,7502,1.3128096229288162
MN,106,7503,0.6253148166087817
MN,106,7504,2.2394681004806096
MN,107,1,3.229509969288312
MN,107,10,1.1690955133803558
MN,107,26,771.9150608781334
MN,107,28,4.268020076531104
MN,107,31,21.25874385535483
MN,107,33,0.27620122924570895
MN,107,34,1.2689349248949258
MN,107,35,0.6425950032778968
MN,107,38,59.24784440749347
MN,107,40,3.583466155241361
MN,107,42,7.738000662130215
MN,107,44,2.210962102199121
MN,107,46,2.1723329438285504
MN,107,49,1.7169304924166833
MN,107,50,2.655922694982445
MN,107,51,611.9830446964702
MN,107,7501,21.232542773103585
MN,107,7502,0.274792415408807
MN,111,100,26.302366324189222
MN,111,150,2946.6363730950843
MN,111,160,59.199691188693535
MN,113,100,6530.729218608641
MN,113,7501,304.7796966022703
MN,116,42,1.8501109256960813
MN,116,43,421.28968874123086
MN,116,46,13.013679267407124
MN,116,47,2.9816139344752988
MN,116,48,2.0795160197331213
MN,116,49,10.743096577000657
MN,117,1,21.860552069709573
MN,119,1,9486.72563103036
MN,121,1,18107.05952955952
MN,122,1,3527.6685271623423
MN,123,3,179.69284605622357
MN,123,18,845.5986208204923
MN,123,7501,7705.508812952889
MN,123,7502,48.87392713385254
MN,124,4,5548.91444471022
MN,124,7,5.862934922728573
MN,124,8,2.0422634892700016
MN,124,9,1366.0422428536199
MN,124,10,49.82866403086461
MN,124,11,1676.4446375908108
MN,124,12,6350.689376566617
MN,124,21,2.4367791182780634
MN,124,24,12241.902957087997
MN,124,7501,0.5762781531051536
MN,125,20,16946.263031146646
MN,126,8,4.686890836242757
MN,126,9,12.030414701243194
MN,126,13,7.15603827858194
MN,126,27,35.304793340391164
MN,127,1,144.4160363739175
MN,127,18,11008.231165846266
MN,128,2,18534.937768977597
MN,128,26,5730.3630522028725
MN,132,1,946.7962238721564
MN,132,2,15.749521366946217
MN,132,3,2.5089699514325523
MN,132,6,892.0985835912518
MN,132,22,115.3355042848659
MN,132,23,12.402280928092495
MN,132,26,2.745415498543261
MN,132,27,6.830215577611285
MN,132,123,7.9299259571121805
MN,132,7501,8.044469661955656
MN,132,7502,0.4973276163546776
MN,132,7503,1.9668809082647782
MN,132,7504,0.7698860445550578
MN,132,7505,2.87227672673283
MN,132,7506,42.040912123444016
MN,133,7,31.51927474877116
MN,133,10,1201.4902143358431
MN,133,13,5886.466994132813
MN,133,14,1083.2221370993068
MN,133,19,2.590801402185107
MN,133,7501,130.39736203814343
MN,133,7502,1.1079570855655188
MN,133,7503,1.5466046583369664
MN,133,7504,18.24700843763373
MN,133,7505,2.419242213521351
MN,133,7506,8.087913234318016
MN,133,7507,0.6276023955509134
MN,133,7508,11.095020564860198
MN,133,7509,0.4326928263639576
MN,133,7510,10.439563520024425
MN,133,7511,1.9137440643201702
MN,134,7,877.0189909618194
MN,134,11,4.845973629157576
MN,134,20,2.6319720947536305
MN,134,21,3.775379898504479
MN,134,25,9.42595371913321
MN,134,7501,131813.2559564131
MN,134,7502,66.02598376939402
MN,134,7503,48.1772821161106
MN,134,7504,2.594857971461364
MN,134,7505,19.796414286086208
MN,134,7506,14.45644725855161
MN,135,9,3.766367347373996
MN,135,11,0.4965491170488831
MN,135,12,322.4863455576896
MN,135,14,5.808155084314544
MN,135,16,3.809262564931315
MN,135,17,15.126775459506103
MN,135,18,2.3891528340704444
MN,135,19,31.480097349332993
MN,135,21,4.884398343705353
MN,135,31,1515.9917339063163
MN,135,7501,7.637831083494581
MN,135,7502,125.17850915598784
MN,135,7503,4.524159341239013
MN,135,7504,63.73314252132184
MN,135,7505,1.924643239102396
MN,135,7506,4.098737192407274
MN,135,7507,8.362849691381262
MN,135,7508,0.6201263707982547
MN,135,7509,1.3736979630789257
MN,136,7,2.6438585634254603
MN,136,8,474.52559039198627
MN,136,10,6.253753959828944
MN,136,12,1.2386207944541072
MN,136,19,2.984338397738743
MN,136,20,31.783577489231547
MN,136,23,269.0924169965992
MN,136,24,566.2599834122911
MN,136,25,496.08978487299026
MN,136,27,84.20456556488557
MN,136,28,2.1573164910219735
MN,136,7501,2.3941129875559763
MN,136,7502,17.90977983272692
MN,136,7503,6.897379590051898
MN,136,7504,6.670042843337299
MN,136,7505,41.57565648024942
MN,137,1,60.88436166391853
MN,137,5,7.068468970372389
MN,137,25,2.8379576455156705
MN,137,26,3.4334077531883667
MN,137,27,3.165745444737114
MN,137,28,5.231675558772199
MN,137,29,281.5810889280466
MN,137,34,2.9943959396439324
MN,137,35,3.520260519863878
MN,137,7501,14.255277565824606
MN,137,7502,6.3350250921559175
MN,137,7503,0.9824688693110869
MN,137,7504,1.69013586965457
MN,137,7505,5.580055541246418
MN,140,1,2.8337862596463843
MN,140,3,113.21717067861967
MN,140,4,151.57005702732607
MN,140,5,5.638788236655917
MN,140,9,3.5530093276335863
MN,140,24,0.5105922340249578
MN,140,29,12.701377857844584
MN,140,7501,12.574212372843721
MN,140,7502,7.8604769527529585
MN,140,7503,7.425155558550581
MN,140,7504,5.706893943695266
MN,140,7505,4.810593429424278
MN,141,1,49.31725099579853
MN,141,2,9.70883077267786
MN,141,7,0.2626508475882614
MN,141,8,3.7667128983659213
MN,141,9,0.3222635747281687
MN,141,10,0.30071009358658396
MN,141,11,0.32031744923591293
MN,141,12,212.00960282102596
MN,141,13,2.636141555067634
MN,141,15,1.8774313958332718
MN,141,16,46.94289412092186
MN,141,18,0.3329992691942224
MN,141,19,2.533636833600526
MN,141,20,1.7403960450229419
MN,141,21,3.7320331966926434
MN,141,23,7.4810564608372365
MN,141,24,6.322701128978204
MN,141,25,0.5657849166852807
MN,141,28,323.24025592798927
MN,141,114,0.06379168163702081
MN,141,7501,9.051910249738519
MN,141,7502,53.38800122884626
MN,141,7503,37.25305682181029
MN,141,7504,10.0130882981177
MN,141,7505,0.8802531323342949
MN,141,7506,1.4743771863422537
MN,141,7507,7.338604798060479
MN,141,7508,6.778339674091703
MN,142,1,38.83807182316008
MN,142,10,0.11071589544107455
MN,142,11,0.14837653768861955
MN,142,12,0.5829848286120988
MN,142,13,0.33631898276153804
MN,142,14,0.2747316584078481
MN,142,16,0.0924428105879386
MN,142,17,0.33631898276153804
MN,142,18,0.379321852155191
MN,142,19,0.379321852155191
MN,142,25,76.27872232460417
MN,142,50,291.845992352905
MN,142,7501,177.73731771571497
MN,142,7502,30.050809200287823
MN,143,1,6.54506841328623
MN,143,4,5.444303958238953
MN,143,8,3.752683811883714
MN,143,9,4.885485131094145
MN,143,13,1.3952493892782443
MN,143,14,2.274121379480688
MN,143,15,0.7744053730231384
MN,143,16,6.797470137471012
MN,143,17,3.5643423280865187
MN,143,19,3.918892955150034
MN,143,20,0.3222635747281687
MN,143,21,2.1773701202836646
MN,143,25,2.4688827283906045
MN,143,7501,3.3941585503447014
MN,143,7502,8.41130158634117
MN,143,7503,1.1385386435401932
MN,144,1,6.314006776329567
MN,144,12,2.633320994768173
MN,144,13,3.030096273699051
MN,144,18,2.274615954995012
MN,144,20,113.41309938642394
MN,144,23,1.0962400290099399
MN,144,26,5.885822964566687
MN,144,28,2.453072141987887
MN,144,29,2.9567612816569566
MN,144,30,6.817835664204032
MN,144,31,126.6423849543774
MN,144,32,2202.7098611659626
MN,144,40,14590.721270506247
MN,144,7501,91.1775535031856
MN,144,7502,8.610674770960493
MN,144,7503,3.3804137795091775
MN,144,7504,76.48916601628297
MN,145,5,3.557983544167086
MN,145,7,11.270861405025968
MN,145,10,5.567355464029059
MN,145,12,69.58027880094598
MN,145,15,5363.6317867754615
MN,145,16,3.5257208191832614
MN,145,18,1293.5001319136034
MN,145,7501,107.02029855556908
MN,145,7502,15.489217937425094
MN,145,7503,5.3527740935616075
MN,145,7504,32.30327256461081
MN,145,7505,1.7320157015125253
MN,145,7506,3.544450527718075
MN,145,7507,8.703682343115542
MN,146,1,2.723885014601244
MN,146,2,2.5396187252168767
MN,146,10,2.079487180749504
MN,146,11,106.61215708224404
MN,146,15,4.456979121020039
MN,146,17,21.450742986709624
MN,146,18,5.741119693365082
MN,146,21,6.537205711464076
MN,146,23,12.023399595997626
MN,146,27,74.8308989974703
MN,146,7501,13.329812514766154
MN,146,7502,10.601254364172908
MN,146,7503,6.0598441498724105
MN,146,7504,1.397249182035893
MN,146,7505,6.831606728773002
MN,147,2,9.328312850784522
MN,147,9,5.725191618663566
MN,147,10,2.3012493411866393
MN,147,11,2.3012493411866393
MN,147,12,859.7742395660139
MN,147,13,4.4986357371092485
MN,147,14,123.3902160657228
MN,147,18,0.4960181692191045
MN,147,7501,18.737446892782877
MN,147,7502,20.391111826298097
MN,147,7503,0.4829884935736601
MN,147,7504,8.845417380185864
MN,147,7505,1.815097786580548
MN,147,7506,0.48619081484788734
MN,147,7507,0.48120742247127246
MN,147,7508,19.017270363825958
MN,147,7509,127.09536187252763
MN,148,10,2631.0877046227597
MN,148,15,13936.550956508763
MN,149,1,10.02207648634497
MN,149,2,701.9316645832116
MN,149,3,7133.3834977414135
MN,149,5,4.210809362496659
MN,149,6,5.7696020675837545
MN,149,12,12.979713641493408
MN,149,14,4.716642445315698
MN,149,29,40.785419472831926
MN,149,33,2793.8799281900824
MN,149,7501,19.572282476889896
MN,149,7502,14.452292525249296
MN,149,7503,6.437565809453915
MN,150,4,240.60599701787825
MN,150,5,95.15420577198076
MN,150,6,3.9270158326681472
MN,150,10,0.6854775897221971
MN,150,12,6.26354766136647
MN,150,15,8.107336615706673
MN,150,17,36.079776988948666
MN,150,19,5.556083033327958
MN,150,25,680.119142339532
MN,150,31,6498.63055283582
MN,150,38,3801.2427147120975
MN,150,7501,188.32752376724113
MN,150,7502,14.982727923403768
MN,150,7503,18.565668270926917
MN,150,7504,9.559606081850271
MN,151,1,15.697101525099606
MN,151,10,7075.579883415941
MN,151,20,576.3282965246201
MN,151,22,7.151035445932155
MN,151,28,1981.3439747938246
MN,151,29,721.3403006287318
MN,151,31,20.98181273158687
MN,151,32,4286.243463054372
MN,151,7501,1.0503117374365596
MN,152,25,2930.0276741473963
MN,152,31,2.1287384057126846
MN,152,7501,11333.168927398525
MN,153,1,8232.105858749283
MN,153,18,5205.845783129969
MN,153,24,5177.1134067621915
MN,154,1,17307.05873487256
MN,154,23,766.722317240309
MN,155,1,8320.255606886602
MN,155,3,3625.091984811873
MN,156,1,23575.791804483084
MN,156,50,15952.891430378966
MN,158,1,40.62764718709219
MN,158,9,10.45168215716527
MN,158,61,11922.011630107472
MN,159,40,102.26249160798987
MN,159,60,3207.144166100798
MN,160,1,197.95715532373936
MN,160,21,10611.805261622758
MN,161,1,7.3466657560820545
MN,162,1,1111.7436106208213
MN,162,6,96.59865749926186
MN,162,7,254.28130520101286
MN,162,8,2.6460406405494346
MN,162,9,1185.4469370168106
MN,162,10,15.73744357079542
MN,162,11,985.6424492726835
MN,162,12,34.065413471096086
MN,162,13,2.5133323283840037
MN,162,14,1.4277146636117162
MN,162,15,2.3243665217240324
MN,162,16,6.072737845230294
MN,162,17,3.326064653770548
MN,162,18,3.656140442181499
MN,162,21,5.379489867675588
MN,162,22,1.3042089023428598
MN,162,23,3.7589738297605417
MN,162,24,3.6925077095461254
MN,162,25,0.4691520692259766
MN,162,26,609.9871760830508
MN,162,28,2652.423972267725
MN,162,30,102.12924045731994
MN,162,33,5.855364218092713
MN,162,34,175.51103046045787
MN,162,35,8.187956472167368
MN,162,37,746.896681630372
MN,162,38,230.13435466891858
MN,162,41,14.651671159338386
MN,162,42,1314.0412012844915
MN,162,44,158.97330386726605
MN,162,47,17.699373161693273
MN,162,48,106.34147903285613
MN,162,49,7.814244998230992
MN,162,50,1.8104252454726186
MN,162,51,2.6903875187460504
MN,162,52,2.7261652968783303
MN,162,53,61.07648768217392
