Borough,Block,Lot,Hour,Minute
MN,1819,15,6,36
MN,845,2,6,37
MN,1,10,6,37
MN,1,201,6,37
MN,651,105,6,38
MN,1819,40,6,39
MN,1,10,6,39
MN,1,101,6,39
MN,73,10,6,40
MN,73,10,6,40
MN,1744,13,6,40
MN,2178,3,6,41
MN,863,48,6,41
MN,1,10,6,41
MN,1,10,6,42
MN,1,10,6,42
MN,1,10,6,44
MN,855,20,6,45
MN,886,88,6,45
MN,1764,1,6,45
MN,1,10,6,46
MN,8,7501,6,46
MN,1319,1,6,47
MN,1,10,6,47
MN,2059,61,6,48
MN,2178,530,6,49
MN,886,88,6,50
MN,889,7501,6,51
MN,1494,7501,6,51
MN,2178,3,6,52
MN,697,1,6,53
MN,1,201,6,53
MN,656,7,6,54
MN,1819,40,6,54
MN,1988,103,6,54
MN,2178,3,6,55
MN,1819,40,6,55
MN,1819,40,6,55
MN,316,200,6,56
MN,2196,1,6,56
MN,2004,1,6,57
MN,847,16,6,57
MN,1747,35,6,58
MN,1,201,6,58
MN,1259,48,6,59
MN,1957,78,6,59
MN,2130,55,6,59
MN,1272,22,6,59
MN,2255,2000,6,59
MN,133,7504,7,0
MN,665,6,7,0
MN,241,10,7,2
MN,2178,530,7,2
MN,1616,35,7,2
MN,763,42,7,3
MN,763,42,7,3
MN,1819,40,7,3
MN,847,62,7,3
MN,763,49,7,3
MN,763,42,7,3
MN,1032,48,7,3
MN,1,201,7,4
MN,2215,680,7,5
MN,1382,37,7,5
MN,1324,49,7,5
MN,1297,33,7,6
MN,798,49,7,6
MN,1313,7502,7,7
MN,2255,2000,7,7
MN,1819,40,7,8
MN,1819,15,7,8
MN,1,10,7,8
MN,2178,530,7,8
MN,262,25,7,9
MN,2255,2000,7,10
MN,811,31,7,11
MN,812,22,7,12
MN,262,25,7,14
MN,2180,633,7,14
MN,890,3,7,15
MN,1819,40,7,15
MN,1085,1,7,15
MN,16,3,7,15
MN,262,25,7,15
MN,262,25,7,17
MN,1,10,7,18
MN,1373,7506,7,18
MN,262,25,7,19
MN,813,50,7,21
MN,2178,530,7,22
MN,1,101,7,22
MN,2004,1,7,22
MN,1297,23,7,22
MN,1,101,7,23
MN,1,101,7,23
MN,662,62,7,23
MN,1819,40,7,24
MN,863,44,7,24
MN,1819,15,7,24
MN,2178,3,7,24
MN,1,201,7,24
MN,2178,3,7,24
MN,914,36,7,25
MN,609,38,7,25
MN,843,3,7,25
MN,1,101,7,27
MN,565,15,7,28
MN,2215,680,7,29
MN,1,101,7,29
MN,262,25,7,29
MN,2215,680,7,29
MN,75,30,7,29
MN,2178,530,7,30
MN,1,201,7,30
MN,665,1,7,30
MN,665,1,7,30
MN,1297,27,7,31
MN,862,29,7,32
MN,629,29,7,33
MN,810,78,7,33
MN,1066,32,7,34
MN,1819,15,7,34
MN,1,201,7,34
MN,75,9,7,34
MN,2187,20,7,34
MN,1,101,7,35
MN,1612,50,7,35
MN,781,1,7,36
MN,1723,1,7,36
MN,2140,2,7,37
MN,1298,23,7,37
MN,2178,3,7,38
MN,1841,46,7,38
MN,1,201,7,39
MN,2215,623,7,39
MN,1373,10,7,39
MN,1032,48,7,40
MN,1279,69,7,42
MN,1,10,7,43
MN,1278,14,7,44
MN,498,7,7,44
MN,563,1,7,44
MN,1265,50,7,45
MN,1012,7501,7,45
MN,316,200,7,45
MN,1032,48,7,46
MN,1,201,7,46
MN,2185,10,7,47
MN,262,25,7,47
MN,1048,7503,7,48
MN,1260,71,7,48
MN,262,25,7,48
MN,785,45,7,49
MN,2185,36,7,50
MN,795,37,7,51
MN,1819,15,7,52
MN,190,53,7,52
MN,241,10,7,52
MN,483,17,7,52
MN,855,17,7,53
MN,1819,15,7,53
MN,1263,71,7,54
MN,665,1,7,55
MN,1285,21,7,55
MN,1260,71,7,55
MN,262,25,7,56
MN,1,101,7,56
MN,817,7501,7,59
MN,665,1,7,59
MN,80,1,7,59
MN,1373,7506,8,0
MN,1,201,8,0
MN,1011,1,8,0
MN,851,7501,8,0
MN,36,18,8,1
MN,598,58,8,1
MN,799,1,8,2
MN,1327,7502,8,2
MN,1263,23,8,2
MN,1314,7502,8,3
MN,581,45,8,3
MN,1265,7501,8,4
MN,1373,7506,8,4
MN,1,101,8,5
MN,814,15,8,6
MN,2187,20,8,6
MN,823,35,8,6
MN,1373,50,8,6
MN,785,67,8,7
MN,781,1,8,8
MN,1373,70,8,9
MN,241,13,8,9
MN,1030,1,8,9
MN,1373,50,8,9
MN,1373,10,8,10
MN,806,63,8,10
MN,63,21,8,11
MN,1373,7506,8,11
MN,1373,7506,8,12
MN,1744,13,8,12
MN,505,36,8,14
MN,42,22,8,14
MN,42,22,8,15
MN,740,23,8,15
MN,1,10,8,15
MN,2178,530,8,16
MN,790,10,8,17
MN,1,10,8,17
MN,599,64,8,17
MN,316,200,8,17
MN,511,16,8,17
MN,825,1,8,18
MN,67,1,8,18
MN,815,49,8,18
MN,1373,200,8,18
MN,1640,139,8,19
MN,1,101,8,19
MN,2178,530,8,20
MN,1002,7501,8,20
MN,707,1,8,20
MN,2178,530,8,20
MN,1002,7501,8,20
MN,2178,530,8,20
MN,2178,530,8,21
MN,1744,13,8,21
MN,316,200,8,22
MN,1032,48,8,22
MN,316,200,8,22
MN,1373,7506,8,23
MN,1373,50,8,23
MN,578,47,8,23
MN,762,61,8,23
MN,2178,600,8,24
MN,1973,1,8,24
MN,16,7501,8,24
MN,1,101,8,24
MN,1,101,8,24
MN,1655,45,8,25
MN,2063,3,8,25
MN,734,1,8,25
MN,1,10,8,25
MN,814,52,8,25
MN,1,10,8,26
MN,850,16,8,26
MN,993,36,8,26
MN,651,105,8,26
MN,482,16,8,26
MN,815,26,8,26
MN,2004,1,8,28
MN,2004,1,8,28
MN,2178,530,8,29
MN,1726,69,8,30
MN,1006,7502,8,30
MN,1373,50,8,30
MN,785,45,8,30
MN,601,10,8,30
MN,2178,530,8,31
MN,604,1,8,31
MN,825,31,8,31
MN,554,1,8,32
MN,867,16,8,32
MN,873,4,8,32
MN,845,2,8,33
MN,1049,7501,8,34
MN,1267,41,8,35
MN,1,10,8,36
MN,874,19,8,36
MN,825,31,8,37
MN,42,22,8,38
MN,262,25,8,38
MN,316,200,8,38
MN,740,23,8,39
MN,1819,40,8,39
MN,803,35,8,39
MN,1119,1,8,39
MN,857,7503,8,40
MN,838,34,8,40
MN,805,94,8,40
MN,825,31,8,41
MN,2062,62,8,41
MN,241,10,8,42
MN,241,10,8,42
MN,241,10,8,42
MN,2076,61,8,43
MN,262,25,8,43
MN,16,260,8,45
MN,857,38,8,45
MN,2178,3,8,45
MN,1107,5,8,47
MN,2215,116,8,48
MN,2189,25,8,49
MN,33,1,8,50
MN,1445,14,8,50
MN,889,50,8,52
MN,1373,7506,8,52
MN,819,59,8,53
MN,1819,15,8,53
MN,2215,116,8,54
MN,1257,1,8,54
MN,1819,40,8,54
MN,1110,1,8,55
MN,876,32,8,55
MN,1819,15,8,56
MN,262,25,8,56
MN,708,65,8,57
MN,1373,10,8,57
MN,888,7502,8,58
MN,1819,15,8,58
MN,241,10,8,59
MN,1819,15,9,0
MN,802,22,9,0
MN,2178,530,9,0
MN,1300,7501,9,1
MN,16,225,9,1
MN,16,225,9,2
MN,1771,72,9,2
MN,1300,21,9,2
MN,1014,1,9,3
MN,1293,69,9,3
MN,1287,71,9,3
MN,1090,1,9,4
MN,135,16,9,4
MN,16,225,9,4
MN,262,25,9,5
MN,262,25,9,5
MN,1288,11,9,6
MN,16,225,9,6
MN,1287,71,9,7
MN,1749,33,9,7
MN,1288,3,9,7
MN,1,101,9,7
MN,36,30,9,8
MN,876,7502,9,9
MN,1773,69,9,9
MN,1819,15,9,9
MN,1226,29,9,10
MN,1773,18,9,11
MN,662,13,9,11
MN,1764,1,9,12
MN,262,25,9,12
MN,1764,1,9,13
MN,867,16,9,13
MN,714,31,9,13
MN,16,225,9,14
MN,665,6,9,15
MN,814,30,9,15
MN,1,101,9,16
MN,501,3,9,17
MN,2215,623,9,18
MN,262,25,9,20
MN,2215,680,9,21
MN,262,25,9,21
MN,316,200,9,22
MN,16,225,9,22
MN,999,1,9,24
MN,1819,15,9,25
MN,241,10,9,25
MN,2178,3,9,26
MN,999,29,9,26
MN,1275,23,9,26
MN,869,54,9,26
MN,2178,600,9,27
MN,2178,600,9,27
MN,1,101,9,28
MN,1,101,9,31
MN,316,200,9,31
MN,1373,7507,9,32
MN,1,10,9,33
MN,1886,1,9,34
MN,1,101,9,34
MN,241,13,9,34
MN,1373,7506,9,37
MN,851,1,9,38
MN,316,200,9,39
MN,824,7501,9,39
MN,1110,1,9,41
MN,1515,52,9,42
MN,262,25,9,42
MN,316,200,9,43
MN,824,28,9,44
MN,860,7501,9,44
MN,1158,40,9,45
MN,1,101,9,46
MN,262,25,9,47
MN,1930,1,9,47
MN,1,10,9,48
MN,2005,24,9,49
MN,914,27,9,49
MN,738,79,9,49
MN,740,7501,9,49
MN,1129,29,9,52
MN,1373,50,9,53
MN,1570,39,9,54
MN,1819,15,9,55
MN,1107,5,9,55
MN,1009,1,9,57
MN,241,10,9,58
MN,69,1,9,59
MN,1028,33,9,59
MN,1038,5,10,1
MN,262,25,10,2
MN,262,25,10,2
MN,1265,7501,10,2
MN,1819,15,10,2
MN,2178,530,10,3
MN,367,100,10,4
MN,1028,7502,10,4
MN,1258,21,10,7
MN,789,78,10,7
MN,1,101,10,8
MN,1,10,10,8
MN,1319,12,10,8
MN,1,101,10,10
MN,995,1,10,10
MN,1113,18,10,10
MN,2178,3,10,10
MN,665,1,10,10
MN,16,125,10,11
MN,1,201,10,11
MN,316,200,10,12
MN,1819,40,10,12
MN,1443,47,10,12
MN,262,25,10,12
MN,940,16,10,13
MN,1,10,10,13
MN,1496,26,10,13
MN,73,10,10,13
MN,1373,50,10,13
MN,828,53,10,14
MN,1028,33,10,14
MN,995,5,10,15
MN,710,29,10,17
MN,874,1,10,17
MN,1819,40,10,17
MN,996,54,10,18
MN,741,62,10,18
MN,1846,7503,10,19
MN,665,72,10,19
MN,1819,40,10,20
MN,2215,89,10,20
MN,1003,29,10,20
MN,262,25,10,21
MN,262,25,10,22
MN,262,25,10,22
MN,262,25,10,22
MN,262,25,10,22
MN,262,25,10,23
MN,526,73,10,23
MN,262,25,10,23
MN,262,25,10,24
MN,119,1,10,24
MN,262,25,10,25
MN,2178,530,10,25
MN,164,54,10,27
MN,850,24,10,29
MN,1110,1,10,30
MN,1803,90,10,30
MN,1793,7,10,31
MN,65,4,10,32
MN,2255,2000,10,37
MN,8,7501,10,38
MN,1819,203,10,39
MN,665,6,10,39
MN,73,10,10,39
MN,1441,17,10,41
MN,240,6,10,41
MN,2178,3,10,41
MN,240,6,10,41
MN,1897,19,10,41
MN,262,25,10,41
MN,262,25,10,42
MN,241,10,10,42
MN,1,10,10,42
MN,241,10,10,42
MN,1819,15,10,43
MN,2178,530,10,43
MN,1,10,10,43
MN,241,10,10,43
MN,1050,49,10,43
MN,2004,1,10,44
MN,1110,1,10,44
MN,1819,40,10,44
MN,798,49,10,45
MN,1,10,10,45
MN,241,13,10,45
MN,1819,40,10,50
MN,738,7502,10,51
MN,316,200,10,52
MN,1373,50,10,53
MN,1819,15,10,53
MN,1299,38,10,54
MN,1744,13,10,54
MN,1298,41,10,54
MN,2178,530,10,55
MN,1300,33,10,55
MN,2178,3,10,56
MN,2004,1,10,56
MN,1110,1,10,58
MN,316,200,10,59
MN,1537,22,11,2
MN,2178,3,11,3
MN,1030,1,11,3
MN,9,7,11,5
MN,545,59,11,7
MN,801,36,11,8
MN,1532,15,11,8
MN,665,6,11,8
MN,1819,15,11,8
MN,1897,19,11,9
MN,73,10,11,9
MN,262,25,11,10
MN,1291,28,11,11
MN,630,48,11,11
MN,1,10,11,12
MN,1349,7501,11,12
MN,1331,14,11,13
MN,1,101,11,14
MN,1530,46,11,14
MN,2215,89,11,14
MN,2149,7,11,14
MN,577,18,11,14
MN,1513,38,11,15
MN,662,66,11,16
MN,1895,23,11,16
MN,1279,1,11,16
MN,709,1,11,17
MN,806,63,11,18
MN,616,54,11,18
MN,2178,530,11,20
MN,1257,2,11,22
MN,1819,15,11,24
MN,843,45,11,24
MN,1,201,11,25
MN,473,28,11,25
MN,786,66,11,25
MN,846,24,11,26
MN,1,101,11,27
MN,316,200,11,28
MN,851,1,11,29
MN,119,1,11,29
MN,446,2,11,29
MN,153,24,11,29
MN,316,200,11,29
MN,1275,63,11,30
MN,449,43,11,30
MN,1,10,11,31
MN,629,1,11,32
MN,1,101,11,33
MN,2215,116,11,33
MN,2215,116,11,33
MN,189,20,11,34
MN,1993,92,11,35
MN,1298,41,11,35
MN,1,101,11,35
MN,1,10,11,35
MN,2116,33,11,36
MN,2150,1,11,36
MN,1373,7506,11,37
MN,1257,2,11,37
MN,2178,3,11,38
MN,150,10,11,38
MN,316,200,11,38
MN,1515,7505,11,38
MN,1296,14,11,39
MN,70,7501,11,39
MN,316,200,11,39
MN,1819,40,11,39
MN,1034,32,11,40
MN,1819,40,11,40
MN,197,25,11,41
MN,2215,89,11,41
MN,1819,40,11,41
MN,1297,23,11,41
MN,1280,1,11,42
MN,2215,700,11,42
MN,1548,1,11,43
MN,1819,40,11,43
MN,1764,1,11,43
MN,2187,20,11,43
MN,613,1,11,43
MN,316,200,11,44
MN,1819,40,11,45
MN,212,7505,11,46
MN,862,28,11,48
MN,2178,3,11,48
MN,2178,3,11,49
MN,2215,623,11,50
MN,662,66,11,50
MN,1293,69,11,52
MN,812,63,11,52
MN,522,43,11,52
MN,498,5,11,53
MN,71,7501,11,53
MN,16,225,11,53
MN,1,101,11,53
MN,738,1,11,54
MN,75,30,11,54
MN,95,101,11,54
MN,781,2,11,54
MN,805,3,11,54
MN,665,6,11,55
MN,2178,530,11,55
MN,1302,25,11,56
MN,1,101,11,56
MN,1,101,11,56
MN,373,63,11,57
MN,665,72,11,57
MN,1,101,11,57
MN,1,201,11,57
MN,528,21,11,58
MN,714,63,11,58
MN,843,45,11,59
MN,485,7503,12,0
MN,995,1,12,0
MN,11,1,12,1
MN,1515,7505,12,2
MN,1280,1,12,2
MN,2165,1,12,2
MN,1297,23,12,3
MN,1500,57,12,4
MN,864,41,12,4
MN,1886,1,12,5
MN,834,33,12,6
MN,894,63,12,6
MN,1973,1,12,7
MN,1961,37,12,7
MN,1513,38,12,8
MN,385,27,12,8
MN,1298,23,12,8
MN,890,45,12,8
MN,1110,1,12,10
MN,1515,7505,12,11
MN,2178,3,12,11
MN,709,3,12,12
MN,1819,40,12,12
MN,1963,30,12,13
MN,1412,16,12,14
MN,665,73,12,14
MN,1,101,12,14
MN,895,45,12,14
MN,1,101,12,15
MN,1819,40,12,15
MN,505,31,12,15
MN,505,26,12,15
MN,316,200,12,15
MN,665,1,12,15
MN,995,1,12,16
MN,646,7502,12,16
MN,519,50,12,16
MN,824,28,12,17
MN,1532,1,12,17
MN,2004,1,12,18
MN,385,42,12,19
MN,16,3,12,20
MN,2215,680,12,20
MN,316,200,12,21
MN,2215,680,12,21
MN,2215,116,12,21
MN,316,200,12,22
MN,1819,40,12,22
MN,1373,7507,12,22
MN,1303,14,12,23
MN,1280,10,12,23
MN,2178,530,12,23
MN,1373,50,12,23
MN,1319,1,12,24
MN,194,16,12,24
MN,1373,50,12,24
MN,2187,20,12,24
MN,1,10,12,25
MN,1529,45,12,25
MN,2215,116,12,26
MN,2215,116,12,26
MN,2215,116,12,27
MN,2178,530,12,28
MN,510,38,12,31
MN,76,1,12,31
MN,781,1,12,32
MN,1302,25,12,34
MN,1051,7502,12,34
MN,1373,50,12,34
MN,203,2,12,35
MN,3,3,12,36
MN,1402,49,12,37
MN,1124,50,12,38
MN,845,2,12,38
MN,564,17,12,38
MN,564,34,12,39
MN,800,53,12,39
MN,262,25,12,39
MN,734,37,12,39
MN,262,25,12,39
MN,2141,13,12,40
MN,1,101,12,40
MN,1373,7506,12,40
MN,1906,29,12,40
MN,16,225,12,40
MN,2215,623,12,41
MN,386,1,12,41
MN,1819,15,12,41
MN,565,15,12,41
MN,1107,5,12,42
MN,1393,69,12,43
MN,1257,2,12,44
MN,1819,15,12,44
MN,845,2,12,44
MN,887,22,12,45
MN,690,54,12,45
MN,1,201,12,45
MN,202,28,12,45
MN,1750,34,12,45
MN,1051,41,12,46
MN,77,18,12,46
MN,1,101,12,48
MN,1,201,12,49
MN,1930,1,12,50
MN,852,1,12,51
MN,781,1,12,51
MN,1,101,12,51
MN,73,10,12,51
MN,62,7501,12,53
MN,889,62,12,53
MN,1032,64,12,54
MN,815,1,12,55
MN,2178,3,12,56
MN,1672,17,12,56
MN,1110,1,12,56
MN,1373,7506,12,56
MN,1373,50,12,57
MN,2178,3,12,57
MN,1011,52,12,57
MN,1010,7505,12,58
MN,49,1,12,58
MN,2215,616,12,58
MN,1819,15,12,59
MN,316,200,12,59
MN,100,7501,13,0
MN,781,2,13,0
MN,241,13,13,0
MN,528,21,13,1
MN,767,12,13,1
MN,651,105,13,2
MN,2004,1,13,3
MN,1,101,13,3
MN,476,62,13,4
MN,1283,4,13,5
MN,1819,40,13,8
MN,2189,25,13,8
MN,1,201,13,8
MN,548,28,13,8
MN,241,10,13,9
MN,1010,7504,13,10
MN,656,7,13,10
MN,1373,50,13,11
MN,889,29,13,11
MN,599,64,13,11
MN,184,8,13,12
MN,878,4,13,13
MN,2178,3,13,14
MN,1373,7506,13,14
MN,825,31,13,15
MN,2215,623,13,17
MN,1300,33,13,17
MN,2005,24,13,18
MN,1373,7506,13,18
MN,1,101,13,20
MN,665,72,13,21
MN,446,4,13,21
MN,88,1,13,21
MN,1,201,13,22
MN,852,1,13,23
MN,860,7501,13,23
MN,1505,40,13,24
MN,1003,29,13,25
MN,849,10,13,26
MN,807,7502,13,27
MN,1319,12,13,30
MN,1332,47,13,31
MN,1307,14,13,31
MN,2215,623,13,31
MN,2177,218,13,33
MN,662,62,13,34
MN,2178,530,13,34
MN,1409,53,13,34
MN,1095,35,13,36
MN,2178,530,13,36
MN,2215,116,13,37
MN,1072,1,13,37
MN,2215,80,13,38
MN,2156,48,13,39
MN,2154,79,13,39
MN,2156,16,13,39
MN,2149,23,13,40
MN,262,25,13,40
MN,2178,3,13,40
MN,70,7501,13,41
MN,715,10,13,44
MN,1,10,13,45
MN,42,22,13,45
MN,656,9,13,45
MN,316,200,13,45
MN,42,22,13,45
MN,42,22,13,46
MN,1819,15,13,46
MN,1946,29,13,47
MN,1,10,13,48
MN,241,10,13,48
MN,262,25,13,49
MN,2178,3,13,49
MN,1,10,13,49
MN,1897,19,13,49
MN,1516,56,13,49
MN,1324,29,13,50
MN,416,62,13,52
MN,1,10,13,52
MN,1566,46,13,55
MN,1258,21,13,55
MN,714,31,13,56
MN,841,89,13,56
MN,1,101,13,56
MN,2178,3,13,57
MN,63,3,13,57
MN,824,7501,13,57
MN,738,7502,13,57
MN,757,31,13,57
MN,852,1,13,58
MN,1819,10,13,59
MN,545,59,14,0
MN,190,53,14,1
MN,1819,40,14,1
MN,2215,623,14,2
MN,738,7502,14,3
MN,712,36,14,3
MN,806,63,14,4
MN,712,40,14,4
MN,738,1,14,4
MN,262,25,14,5
MN,1514,59,14,5
MN,1319,12,14,5
MN,250,41,14,7
MN,1514,58,14,7
MN,1819,40,14,9
MN,84,36,14,10
MN,316,200,14,11
MN,1819,40,14,11
MN,1,10,14,13
MN,479,16,14,14
MN,767,43,14,14
MN,262,25,14,15
MN,848,7505,14,15
MN,2215,680,14,16
MN,40,14,14,18
MN,1,10,14,20
MN,1,201,14,20
MN,1,10,14,21
MN,769,44,14,23
MN,609,38,14,23
MN,42,22,14,23
MN,1117,55,14,23
MN,609,41,14,24
MN,1819,15,14,25
MN,240,30,14,26
MN,822,54,14,26
MN,847,40,14,26
MN,1,10,14,28
MN,1,10,14,28
MN,241,10,14,31
MN,1125,7501,14,31
MN,1919,6,14,31
MN,2178,3,14,31
MN,1373,7506,14,34
MN,823,79,14,34
MN,665,73,14,35
MN,1110,1,14,36
MN,2178,530,14,37
MN,1819,40,14,37
MN,2178,530,14,37
MN,1046,29,14,37
MN,1373,50,14,38
MN,1107,5,14,42
MN,547,30,14,42
MN,869,49,14,42
MN,2117,1,14,44
MN,1819,15,14,44
MN,529,7501,14,45
MN,1,10,14,47
MN,80,4,14,47
MN,62,7501,14,48
MN,1,201,14,48
MN,529,7501,14,48
MN,2178,530,14,49
MN,79,7502,14,49
MN,1819,15,14,50
MN,841,7502,14,50
MN,316,200,14,51
MN,1819,40,14,52
MN,243,1,14,52
MN,2004,1,14,53
MN,1280,1,14,53
MN,1819,40,14,55
MN,2178,530,14,55
MN,1,101,14,56
MN,2178,3,14,59
MN,1020,38,15,2
MN,241,13,15,2
MN,241,13,15,4
MN,826,46,15,4
MN,531,7501,15,5
MN,665,6,15,6
MN,1,101,15,6
MN,1515,7505,15,8
MN,1030,1,15,8
MN,1819,40,15,8
MN,1,101,15,9
MN,1308,7501,15,9
MN,1819,15,15,11
MN,1315,7501,15,12
MN,1314,28,15,12
MN,1534,2,15,17
MN,1045,1,15,17
MN,779,5,15,17
MN,665,73,15,17
MN,1373,50,15,21
MN,5,7501,15,21
MN,241,10,15,21
MN,410,64,15,22
MN,1819,15,15,23
MN,1819,15,15,30
MN,809,45,15,31
MN,2040,40,15,32
MN,625,59,15,32
MN,1534,22,15,32
MN,1163,32,15,32
MN,1819,15,15,33
MN,1760,101,15,33
MN,1793,7,15,34
MN,888,1,15,34
MN,2215,116,15,34
MN,887,23,15,34
MN,1756,33,15,34
MN,714,31,15,35
MN,1373,50,15,35
MN,1760,101,15,35
MN,484,7502,15,35
MN,2178,3,15,36
MN,1819,15,15,37
MN,385,26,15,37
MN,262,25,15,39
MN,316,200,15,41
MN,656,1,15,41
MN,1,201,15,42
MN,403,1,15,43
MN,2178,3,15,44
MN,1402,49,15,44
MN,1,101,15,45
MN,2178,3,15,45
MN,2189,25,15,45
MN,1819,15,15,45
MN,262,25,15,45
MN,262,25,15,45
MN,1110,1,15,45
MN,427,7503,15,46
MN,1819,15,15,47
MN,96,1,15,48
MN,1819,15,15,48
MN,1263,71,15,49
MN,665,72,15,50
MN,1110,1,15,50
MN,262,25,15,51
MN,996,1,15,52
MN,1819,15,15,53
MN,1819,15,15,53
MN,1527,45,15,54
MN,2178,530,15,54
MN,1309,7502,15,55
MN,506,27,15,56
MN,781,1,15,56
MN,1312,20,15,56
MN,149,1,15,57
MN,543,22,15,57
MN,1110,1,15,58
MN,565,11,16,0
MN,262,25,16,0
MN,1027,160,16,3
MN,2139,152,16,5
MN,1,10,16,6
MN,1819,40,16,6
MN,241,10,16,6
MN,1021,52,16,7
MN,1109,5,16,9
MN,1819,15,16,9
MN,2088,47,16,9
MN,1993,1,16,10
MN,1819,40,16,10
MN,814,15,16,11
MN,201,26,16,11
MN,1301,1,16,11
MN,1014,20,16,12
MN,511,1,16,12
MN,1296,7502,16,13
MN,2004,1,16,14
MN,1054,30,16,14
MN,241,10,16,14
MN,506,7501,16,15
MN,807,1,16,15
MN,65,22,16,17
MN,316,200,16,17
MN,1110,1,16,18
MN,651,5,16,19
MN,865,71,16,19
MN,594,87,16,20
MN,1392,69,16,21
MN,1308,7501,16,21
MN,506,54,16,22
MN,1373,7506,16,23
MN,1819,40,16,24
MN,1,101,16,24
MN,241,13,16,24
MN,77,24,16,24
MN,810,1,16,25
MN,1,10,16,25
MN,1000,29,16,26
MN,262,25,16,27
MN,18,7501,16,28
MN,1,10,16,29
MN,807,7502,16,29
MN,1379,1,16,30
MN,2178,530,16,30
MN,2215,700,16,30
MN,665,72,16,31
MN,807,7502,16,32
MN,1535,28,16,32
MN,15,7501,16,32
MN,1819,40,16,32
MN,1819,40,16,33
MN,1274,7503,16,33
MN,1819,40,16,33
MN,1819,40,16,33
MN,1021,37,16,35
MN,102,1,16,36
MN,1,201,16,37
MN,1819,15,16,37
MN,15,7501,16,37
MN,576,1,16,38
MN,1,201,16,38
MN,1302,21,16,39
MN,1110,1,16,39
MN,1279,28,16,39
MN,1,10,16,40
MN,80,4,16,40
MN,1819,15,16,40
MN,316,200,16,40
MN,628,1,16,42
MN,2004,1,16,42
MN,1113,18,16,42
MN,1,10,16,43
MN,262,25,16,43
MN,241,13,16,44
MN,739,1,16,44
MN,1819,10,16,44
MN,831,20,16,45
MN,262,25,16,45
MN,991,29,16,46
MN,1304,7501,16,47
MN,43,6,16,47
MN,2215,680,16,49
MN,1819,40,16,50
MN,128,2,16,50
MN,1819,15,16,51
MN,409,29,16,51
MN,564,1,16,51
MN,552,33,16,51
MN,522,43,16,51
MN,1373,50,16,51
MN,1313,7502,16,52
MN,766,55,16,53
MN,796,60,16,54
MN,1717,69,16,55
MN,995,1,16,55
MN,1526,28,16,55
MN,1051,7502,16,57
MN,1819,40,16,57
MN,1,201,16,57
MN,1819,40,16,58
MN,2004,1,17,0
MN,461,29,17,0
MN,2178,3,17,0
MN,1819,15,17,0
MN,2140,2,17,0
MN,651,105,17,0
MN,763,42,17,1
MN,807,64,17,2
MN,1819,40,17,2
MN,243,1,17,3
MN,1,10,17,3
MN,262,25,17,3
MN,1005,29,17,4
MN,243,1,17,4
MN,2215,116,17,4
MN,943,7501,17,4
MN,243,1,17,4
MN,1897,19,17,4
MN,809,45,17,4
MN,1,201,17,5
MN,665,1,17,5
MN,785,1,17,6
MN,1260,16,17,6
MN,1,10,17,6
MN,1819,40,17,6
MN,786,1,17,7
MN,241,10,17,7
MN,241,13,17,7
MN,786,31,17,7
MN,243,1,17,8
MN,1,10,17,8
MN,18,100,17,8
MN,262,25,17,8
MN,1957,200,17,9
MN,1,10,17,9
MN,262,25,17,9
MN,1,201,17,10
MN,1,10,17,10
MN,2178,3,17,10
MN,554,1,17,10
MN,781,1,17,10
MN,1,10,17,10
MN,202,7501,17,11
MN,1819,40,17,12
MN,262,25,17,12
MN,119,1,17,12
MN,1,10,17,12
MN,2215,680,17,13
MN,656,7,17,13
MN,1110,1,17,13
MN,1819,15,17,13
MN,1,10,17,13
MN,2004,1,17,14
MN,439,2,17,14
MN,1,10,17,14
MN,824,7501,17,14
MN,1,101,17,15
MN,2215,623,17,15
MN,1,10,17,16
MN,1,201,17,17
MN,616,5,17,17
MN,1,10,17,18
MN,1056,38,17,19
MN,1,10,17,19
MN,1113,47,17,20
MN,801,55,17,21
MN,1,10,17,21
MN,241,13,17,21
MN,1,101,17,21
MN,197,21,17,22
MN,316,200,17,22
MN,262,25,17,22
MN,240,6,17,22
MN,834,48,17,22
MN,1107,5,17,22
MN,1030,1,17,22
MN,845,2,17,23
MN,837,12,17,23
MN,2059,47,17,23
MN,845,2,17,23
MN,836,33,17,24
MN,1,10,17,24
MN,531,7501,17,24
MN,441,32,17,25
MN,316,200,17,25
MN,651,105,17,25
MN,1257,1,17,27
MN,1,201,17,28
MN,1819,15,17,28
MN,1373,70,17,28
MN,1297,23,17,29
MN,1373,7506,17,29
MN,2178,3,17,29
MN,880,92,17,29
MN,1280,1,17,30
MN,2178,3,17,30
MN,2215,116,17,30
MN,473,29,17,31
MN,164,24,17,31
MN,1012,7501,17,32
MN,2179,90,17,32
MN,1373,50,17,32
MN,262,25,17,32
MN,2215,116,17,33
MN,2178,530,17,33
MN,781,1,17,33
MN,1888,87,17,34
MN,1,101,17,34
MN,1110,1,17,34
MN,1,201,17,35
MN,1677,49,17,35
MN,1,201,17,36
MN,1280,1,17,36
MN,601,47,17,36
MN,469,23,17,37
MN,1872,106,17,37
MN,196,9,17,37
MN,1280,1,17,37
MN,589,7,17,37
MN,1110,1,17,37
MN,693,39,17,37
MN,316,200,17,38
MN,1688,23,17,38
MN,1819,15,17,38
MN,731,43,17,38
MN,2215,623,17,38
MN,781,1,17,38
