GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1000000US360610008006021,360610008006021,"Block 6021, Block Group 6, Census Tract 8, New York County, New York",3
1000000US360610008006022,360610008006022,"Block 6022, Block Group 6, Census Tract 8, New York County, New York",0
1000000US360610009000001,360610009000001,"Block 0001, Block Group 0, Census Tract 9, New York County, New York",0
1000000US360610009000002,360610009000002,"Block 0002, Block Group 0, Census Tract 9, New York County, New York",0
1000000US360610009001000,360610009001000,"Block 1000, Block Group 1, Census Tract 9, New York County, New York",159
1000000US360610009001001,360610009001001,"Block 1001, Block Group 1, Census Tract 9, New York County, New York",13
1000000US360610009001002,360610009001002,"Block 1002, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001003,360610009001003,"Block 1003, Block Group 1, Census Tract 9, New York County, New York",8
1000000US360610009001004,360610009001004,"Block 1004, Block Group 1, Census Tract 9, New York County, New York",53
1000000US360610009001005,360610009001005,"Block 1005, Block Group 1, Census Tract 9, New York County, New York",82
1000000US360610009001006,360610009001006,"Block 1006, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001007,360610009001007,"Block 1007, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001008,360610009001008,"Block 1008, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001009,360610009001009,"Block 1009, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001010,360610009001010,"Block 1010, Block Group 1, Census Tract 9, New York County, New York",50
1000000US360610009001011,360610009001011,"Block 1011, Block Group 1, Census Tract 9, New York County, New York",35
1000000US360610009001012,360610009001012,"Block 1012, Block Group 1, Census Tract 9, New York County, New York",40
1000000US360610009001013,360610009001013,"Block 1013, Block Group 1, Census Tract 9, New York County, New York",2
1000000US360610009001014,360610009001014,"Block 1014, Block Group 1, Census Tract 9, New York County, New York",179
1000000US360610009001015,360610009001015,"Block 1015, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001016,360610009001016,"Block 1016, Block Group 1, Census Tract 9, New York County, New York",89
1000000US360610009001017,360610009001017,"Block 1017, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001018,360610009001018,"Block 1018, Block Group 1, Census Tract 9, New York County, New York",13
1000000US360610009001019,360610009001019,"Block 1019, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001020,360610009001020,"Block 1020, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001021,360610009001021,"Block 1021, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001022,360610009001022,"Block 1022, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001023,360610009001023,"Block 1023, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001024,360610009001024,"Block 1024, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001025,360610009001025,"Block 1025, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009001026,360610009001026,"Block 1026, Block Group 1, Census Tract 9, New York County, New York",8
1000000US360610009001027,360610009001027,"Block 1027, Block Group 1, Census Tract 9, New York County, New York",0
1000000US360610009002000,360610009002000,"Block 2000, Block Group 2, Census Tract 9, New York County, New York",0
1000000US360610009002001,360610009002001,"Block 2001, Block Group 2, Census Tract 9, New York County, New York",0
1000000US360610009002002,360610009002002,"Block 2002, Block Group 2, Census Tract 9, New York County, New York",0
1000000US360610010010001,360610010010001,"Block 0001, Block Group 0, Census Tract 10.01, New York County, New York",0
1000000US360610010011000,360610010011000,"Block 1000, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011001,360610010011001,"Block 1001, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011002,360610010011002,"Block 1002, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011003,360610010011003,"Block 1003, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011004,360610010011004,"Block 1004, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011005,360610010011005,"Block 1005, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011006,360610010011006,"Block 1006, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011007,360610010011007,"Block 1007, Block Group 1, Census Tract 10.01, New York County, New York",1434
1000000US360610010011008,360610010011008,"Block 1008, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011009,360610010011009,"Block 1009, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010011010,360610010011010,"Block 1010, Block Group 1, Census Tract 10.01, New York County, New York",0
1000000US360610010020001,360610010020001,"Block 0001, Block Group 0, Census Tract 10.02, New York County, New York",0
1000000US360610010021000,360610010021000,"Block 1000, Block Group 1, Census Tract 10.02, New York County, New York",394
1000000US360610010021001,360610010021001,"Block 1001, Block Group 1, Census Tract 10.02, New York County, New York",372
1000000US360610010021002,360610010021002,"Block 1002, Block Group 1, Census Tract 10.02, New York County, New York",356
1000000US360610010021003,360610010021003,"Block 1003, Block Group 1, Census Tract 10.02, New York County, New York",647
1000000US360610010022000,360610010022000,"Block 2000, Block Group 2, Census Tract 10.02, New York County, New York",329
1000000US360610010022001,360610010022001,"Block 2001, Block Group 2, Census Tract 10.02, New York County, New York",242
1000000US360610010022002,360610010022002,"Block 2002, Block Group 2, Census Tract 10.02, New York County, New York",324
1000000US360610010022003,360610010022003,"Block 2003, Block Group 2, Census Tract 10.02, New York County, New York",319
1000000US360610010022004,360610010022004,"Block 2004, Block Group 2, Census Tract 10.02, New York County, New York",381
1000000US360610010023000,360610010023000,"Block 3000, Block Group 3, Census Tract 10.02, New York County, New York",0
1000000US360610010023001,360610010023001,"Block 3001, Block Group 3, Census Tract 10.02, New York County, New York",0
1000000US360610010023002,360610010023002,"Block 3002, Block Group 3, Census Tract 10.02, New York County, New York",0
1000000US360610010023003,360610010023003,"Block 3003, Block Group 3, Census Tract 10.02, New York County, New York",0
1000000US360610010023004,360610010023004,"Block 3004, Block Group 3, Census Tract 10.02, New York County, New York",2873
1000000US360610010023005,360610010023005,"Block 3005, Block Group 3, Census Tract 10.02, New York County, New York",310
1000000US360610012001000,360610012001000,"Block 1000, Block Group 1, Census Tract 12, New York County, New York",422
1000000US360610012001001,360610012001001,"Block 1001, Block Group 1, Census Tract 12, New York County, New York",0
1000000US360610012001002,360610012001002,"Block 1002, Block Group 1, Census Tract 12, New York County, New York",0
1000000US360610012001003,360610012001003,"Block 1003, Block Group 1, Census Tract 12, New York County, New York",0
1000000US360610012001004,360610012001004,"Block 1004, Block Group 1, Census Tract 12, New York County, New York",0
1000000US360610012001005,360610012001005,"Block 1005, Block Group 1, Census Tract 12, New York County, New York",0
1000000US360610012001006,360610012001006,"Block 1006, Block Group 1, Census Tract 12, New York County, New York",968
1000000US360610012001007,360610012001007,"Block 1007, Block Group 1, Census Tract 12, New York County, New York",162
1000000US360610012001008,360610012001008,"Block 1008, Block Group 1, Census Tract 12, New York County, New York",56
1000000US360610012002000,360610012002000,"Block 2000, Block Group 2, Census Tract 12, New York County, New York",0
1000000US360610012002001,360610012002001,"Block 2001, Block Group 2, Census Tract 12, New York County, New York",0
1000000US360610012002002,360610012002002,"Block 2002, Block Group 2, Census Tract 12, New York County, New York",0
1000000US360610012002003,360610012002003,"Block 2003, Block Group 2, Census Tract 12, New York County, New York",0
1000000US360610012002004,360610012002004,"Block 2004, Block Group 2, Census Tract 12, New York County, New York",0
1000000US360610012002005,360610012002005,"Block 2005, Block Group 2, Census Tract 12, New York County, New York",862
1000000US360610012003000,360610012003000,"Block 3000, Block Group 3, Census Tract 12, New York County, New York",0
1000000US360610012003001,360610012003001,"Block 3001, Block Group 3, Census Tract 12, New York County, New York",0
1000000US360610012003002,360610012003002,"Block 3002, Block Group 3, Census Tract 12, New York County, New York",0
1000000US360610012003003,360610012003003,"Block 3003, Block Group 3, Census Tract 12, New York County, New York",927
1000000US360610013001000,360610013001000,"Block 1000, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001001,360610013001001,"Block 1001, Block Group 1, Census Tract 13, New York County, New York",119
1000000US360610013001002,360610013001002,"Block 1002, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001003,360610013001003,"Block 1003, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001004,360610013001004,"Block 1004, Block Group 1, Census Tract 13, New York County, New York",540
1000000US360610013001005,360610013001005,"Block 1005, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001006,360610013001006,"Block 1006, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001007,360610013001007,"Block 1007, Block Group 1, Census Tract 13, New York County, New York",12
1000000US360610013001008,360610013001008,"Block 1008, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001009,360610013001009,"Block 1009, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001010,360610013001010,"Block 1010, Block Group 1, Census Tract 13, New York County, New York",17
1000000US360610013001011,360610013001011,"Block 1011, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001012,360610013001012,"Block 1012, Block Group 1, Census Tract 13, New York County, New York",0
1000000US360610013001013,360610013001013,"Block 1013, Block Group 1, Census Tract 13, New York County, New York",395
1000000US360610013001014,360610013001014,"Block 1014, Block Group 1, Census Tract 13, New York County, New York",166
1000000US360610013001015,360610013001015,"Block 1015, Block Group 1, Census Tract 13, New York County, New York",118
1000000US360610013001016,360610013001016,"Block 1016, Block Group 1, Census Tract 13, New York County, New York",700
1000000US360610013002000,360610013002000,"Block 2000, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002001,360610013002001,"Block 2001, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002002,360610013002002,"Block 2002, Block Group 2, Census Tract 13, New York County, New York",8
1000000US360610013002003,360610013002003,"Block 2003, Block Group 2, Census Tract 13, New York County, New York",577
1000000US360610013002004,360610013002004,"Block 2004, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002005,360610013002005,"Block 2005, Block Group 2, Census Tract 13, New York County, New York",1453
1000000US360610013002006,360610013002006,"Block 2006, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002007,360610013002007,"Block 2007, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002008,360610013002008,"Block 2008, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002009,360610013002009,"Block 2009, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002010,360610013002010,"Block 2010, Block Group 2, Census Tract 13, New York County, New York",371
1000000US360610013002011,360610013002011,"Block 2011, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002012,360610013002012,"Block 2012, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610013002013,360610013002013,"Block 2013, Block Group 2, Census Tract 13, New York County, New York",3
1000000US360610013002014,360610013002014,"Block 2014, Block Group 2, Census Tract 13, New York County, New York",0
1000000US360610014011000,360610014011000,"Block 1000, Block Group 1, Census Tract 14.01, New York County, New York",756
1000000US360610014011001,360610014011001,"Block 1001, Block Group 1, Census Tract 14.01, New York County, New York",736
1000000US360610014012000,360610014012000,"Block 2000, Block Group 2, Census Tract 14.01, New York County, New York",0
1000000US360610014012001,360610014012001,"Block 2001, Block Group 2, Census Tract 14.01, New York County, New York",0
