NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2428,151072 TELLER AVENUE,,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,,4BOILER
2429,,11100 TELLER AVENUE,10456,TELLER AVENUE-EAST 166TH STREET CLAREMONT CONSOLIDATED,,,4BOILER
2429,,11110 TELLER AVENUE,10456,TELLER AVENUE-EAST 166TH STREET CLAREMONT CONSOLIDATED,,4,
2429,281115 CLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,,4BOILER
2429,281119 CLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,
2429,281123 CLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,
2429,281127 CLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,
2430,301195 CLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,,4COMMERCIAL SPACE (NOT
,,,,,,,FPA)/TENANT ASSOCIATION ROOM/
,,,,,,,BOILER
2433,,11020 COLLEGE AVENUE,10456,COLLEGE AVENUE-EAST 165TH,CLAREMONT CONSOLIDATED,,4COMMUNITY OPERATIONS SPACE
,,,STREET,,,,(VACANT)/ BOILER/ LAUNDRY ROOM/
,,,,,,,HPT SHOP
2433,,11030 COLLEGE AVENUE,10456,COLLEGE AVENUE-EAST 165TH,CLAREMONT CONSOLIDATED,4,
,,,STREET,,,,
2434,181150 COLLEGE AVENUE,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,,4BOILER/ BRICKLAYERS SHOP
2434,181156 COLLEGE AVENUE,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,
2434,18308 EAST 167TH STREET,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,,4COMMERCIAL SPACE (NOT FPA)
2434,261131 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,,4MAINTENANCE OPERATION/ TENANT
,,,,,,,ASSOCIATION ROOM/ BOILER/ MAIN
,,,,,,,STOREROOM/ PLUMBERS SHOP
2434,301129 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,,4DEVELOPMENT GROUNDS
2434,341113 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,,4BOILER
2434,341117 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,
2434,341121 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,
2434,421105 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,,4DEVELOPMENT GROUNDS
2434,531114 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,,4BOILER/ STORAGE ROOM
2434,571122 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,315
BRONX,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2434,571124 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,
2434,571128 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,,4TENANT ASSOCIATION ROOM/
,,,,,,,BOILER/ GLAZIERS SHOP/ PAINT
,,,,,,,SHOP
2434,571134 FINDLAY AVENUE,,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,
2434,741129 TELLER AVENUE,,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,,4BOILER
2434,801105 TELLER AVENUE,,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,,4COMMUNITY OPERATIONS SPACE
,,,,,,,(VACANT)/ BOILER
2434,801109 TELLER AVENUE,,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,
2434,801113 TELLER AVENUE,,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,
2434,801117 TELLER AVENUE,,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,
2434,88335 EAST 166TH STREET,,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,,4BOILER
2527,321065 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4CARPENTERS SHOP/ GROUNDS
,,,,,,,SHOP/ CONTRACTOR PAINT SHOP/
,,,,,,,NYCHA PAINT SHOP
2527,321075 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4BRICKLAYERS SHOP/ GLAZIERS
,,,,,,,SHOP
2527,321095 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4CARETAKER X-SHOP/
,,,,,,,EXTERMINATOR SHOP
2527,321105 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE/ LAUNDRY ROOM
2527,321135 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4PLASTERERS SHOP
2527,321145 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4SENIOR CENTER
2527,321155 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4COMMUNITY CENTER
2527,321165 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4DAY CARE CENTER
2527,321115 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4MAINTENANCE AREA/ NYCHA PARTS
,,,,,,,STOREROOM
2527,321125 UNIVERSITY AVENUE,,10452,HIGHBRIDGE GARDENS,HIGHBRIDGE GARDENS,,4BOILER
2548,,1585 EAST 135TH STREET,10454,MILL BROOK,MILL BROOK,1,
2548,,1580 EAST 137TH STREET,10454,MILL BROOK,MILL BROOK,1,
2548,,1584 EAST 137TH STREET,10454,MILL BROOK,MILL BROOK,,1CONTRACTOR PAINT SHOP/ NYCHA
,,,,,,,PAINT SHOP/ PLASTERERS SHOP/ X-
,,,,,,,MEN SHOP
2548,,1600 EAST 137TH STREET,10454,MILL BROOK,MILL BROOK,,1BRICKLAYERS SHOP/ CARPENTERS
,,,,,,,SHOP
2548,,1620 EAST 137TH STREET,10454,MILL BROOK,MILL BROOK,,1REFRIGERATOR SHOP
2548,,1640 EAST 137TH STREET,10454,MILL BROOK,MILL BROOK,,1CARPENTERS STORAGE/ GROUNDS
,,,,,,,SHOP
2548,,1160 SAINT ANNS AVENUE,10454,MILL BROOK,MILL BROOK,,1DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE/ BOILER
2548,,1164 SAINT ANNS AVENUE,10454,MILL BROOK,MILL BROOK,1,
2548,42169 CYPRESS AVENUE,,10454,MILL BROOK EXTENSION,MILL BROOK,,1ELEVATOR MECHANIC SHOP/ FILE
,,,,,,,STORAGE ROOM/ JANITORIAL
,,,,,,,STORAGE
2557,83694 EAST 149TH STREET,,10455,MOORE,SAINT MARY'S PARK,1,
2557,83654 EAST 149TH STREET,,10455,MOORE,SAINT MARY'S PARK,,1SATELLITE DEVELOPMENT
,,,,,,,MAINTENANCE OFFICE
2557,83664 EAST 149TH STREET,,10455,MOORE,SAINT MARY'S PARK,,1SATELLITE DEVELOPMENT
,,,,,,,MANAGEMENT OFFICE
2557,83674 EAST 149TH STREET,,10455,MOORE,SAINT MARY'S PARK,,1MAINTENANCE SHOP/ PAINT SHOP/
,,,,,,,STOREROOM
2557,83676 EAST 149TH STREET,,10455,MOORE,SAINT MARY'S PARK,,1BOILER
2557,83535 JACKSON AVENUE,,10455,MOORE,SAINT MARY'S PARK,1,
2557,83515 JACKSON AVENUE,,10455,MOORE,SAINT MARY'S PARK,,1SENIOR CENTER
2557,83525 JACKSON AVENUE,,10455,MOORE,SAINT MARY'S PARK,,1BRICKLAYERS SHOP/ GLAZIERS
,,,,,,,SHOP/ PLASTERERS SHOP
2620,36905 EAGLE AVENUE,,10456,EAGLE AVENUE-EAST 163RD STREET,FOREST,,3BOILER
2620,36907 EAGLE AVENUE,,10456,EAGLE AVENUE-EAST 163RD STREET,FOREST,,3EXTERMINATOR SHOP/ PLASTERERS
,,,,,,,SHOP
2623,135 550 CAULDWELL AVENUE,,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1MAINTENANCE SHOP
2623,135 595 TRINITY AVENUE,,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1COMMUNITY CENTER
2626,,1845 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,,1MAINTENANCE SHOP
2626,,1851 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1855 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,,1BOILER
2626,,1861 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1865 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1821 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,,1BOILER
2626,,1825 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1829 CAULDWELL AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1854 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1850 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1844 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1840 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1834 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,,1RESIDENT ASSOCIATION OFFICE/
,,,,,,,BOILER
2626,,1830 EAGLE AVENUE,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,316
BRONX,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2626,,1611 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1615 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1625 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,,1BOILER
2626,,1635 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2626,,1645 EAST 158TH STREET,10456,SOUTH BRONX AREA (SITE 402),UNION AVENUE CONSOLIDATED,1,
2628,,1670 CAULDWELL AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1DEVELOPMENT MAINTENANCE
,,,,,,,OFFICE/ BOILER
2628,,1700 EAST 156TH STREET,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1CARETAKER X-SHOP/
,,,,,,,EXTERMINATOR SHOP/ PAINT
,,,,,,,CONTRACTOR SHOP/ PAINT SHOP/
,,,,,,,PLASTERERS SHOP
2628,,1645 WESTCHESTER AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1GLAZIERS SHOP
2628,,1649 WESTCHESTER AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE/ MAINTENANCE SHOP/
,,,,,,,STOREROOM
2628,,1665 WESTCHESTER AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1LAUNDRY ROOM/ BRICKLAYERS
,,,,,,,SHOP
2628,,1667 WESTCHESTER AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1ELEVATOR SHOP
2628,,1671 WESTCHESTER AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1MAINTENANCE SHOP
2628,,1675 WESTCHESTER AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,,1DAY CARE CENTER
2628,,1679 WESTCHESTER AVENUE,10455,SAINT MARY'S PARK,SAINT MARY'S PARK,1,
2631,11902 CAULDWELL AVENUE,,10456,MCKINLEY,NYC DEPT OF PARKS,,3PLAYGROUND (MANAGED BY NYC
,,,,,,,DEPARTMENT OF PARKS &
,,,,,,,RECREATION)
2638,90725 EAST 161ST STREET,,10456,MCKINLEY,FOREST,,3MAINTENANCE SHOP/ STOREROOM
2638,90731 EAST 161ST STREET,,10456,MCKINLEY,FOREST,3,
2638,90751 EAST 161ST STREET,,10456,MCKINLEY,FOREST,,3COMMUNITY CENTER
2638,90730 EAST 163RD STREET,,10456,MCKINLEY,FOREST,,3BOILER/ GROUNDS SHOP
2638,90750 EAST 163RD STREET,,10456,MCKINLEY,FOREST,,3BRICKLAYERS SHOP/ CARPENTERS
,,,,,,,SHOP
2638,90905 TINTON AVENUE,,10456,MCKINLEY,FOREST,3,
2638,90909 TINTON AVENUE,,10456,MCKINLEY,FOREST,,3DAY CARE CENTER
2638,90905GAR TINTON AVENUE,,10456,MCKINLEY,FOREST,,3GARAGE
2639,,1765 EAST 163RD STREET,10456,FOREST,FOREST,3,
2639,,1749 EAST 163RD STREET,10456,FOREST,FOREST,,3DAY CARE CENTER
2639,,1735 EAST 163RD STREET,10456,FOREST,FOREST,,3PLUMBERS SHOP
2639,,1695 EAST 163RD STREET,10456,FOREST,FOREST,3,
2639,,1700 EAST 165TH STREET,10456,FOREST,FOREST,,3BOILER/ MAINTENANCE SHOP/
,,,,,,,STOREROOM
2639,,1730 EAST 165TH STREET,10456,FOREST,FOREST,,3X-MAN SHOP
2639,,1770 EAST 165TH STREET,10456,FOREST,FOREST,,3PLASTERERS SHOP
2639,,1955 TINTON AVENUE,10456,FOREST,FOREST,,3COMMUNITY CENTER
2639,,1965 TINTON AVENUE,10456,FOREST,FOREST,3,
2639,,11005 TINTON AVENUE,10456,FOREST,FOREST,,3COMMUNITY OPERATIONS SPACE
,,,,,,,(VACANT)
2639,,1975 TINTON AVENUE,10456,FOREST,FOREST,3,
2639,,11000 TRINITY AVENUE,10456,FOREST,FOREST,3,
2639,,11010 TRINITY AVENUE,10456,FOREST,FOREST,,3DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
2639,,1980 TRINITY AVENUE,10456,FOREST,FOREST,,3TENANT ASSOCIATION
2640,,1735 EAST 165TH STREET,10456,FOREST,FOREST,,3LAUNDRY ROOM
2640,,1765 EAST 165TH STREET,10456,FOREST,FOREST,,3GLAZIERS SHOP
2640,,1730 EAST 166TH STREET,10456,FOREST,FOREST,,3CARPENTERS SHOP
2640,,1750 EAST 166TH STREET,10456,FOREST,FOREST,3,
2640,,1760 EAST 166TH STREET,10456,FOREST,FOREST,3,
2640,,11020 TRINITY AVENUE,10456,FOREST,FOREST,,3GROUNDS SHOP/ PAINT SHOP
2654,,2735 EAST 152ND STREET,10455,ADAMS,ADAMS,,1SENIOR CENTER
2654,,2745 EAST 152ND STREET,10455,ADAMS,ADAMS,,1PLUMBERS SHOP
2654,,2755 EAST 152ND STREET,10455,ADAMS,ADAMS,,1RESIDENT EMPLOYMENT SERVICES
,,,,,,,BRONX OFFICE/ COMMUNITY
,,,,,,,OPERATIONS SPACE (VACANT)
2654,,2711 TINTON AVENUE,10455,ADAMS,ADAMS,,1DEVELOPMENT MAINTENANCE SHOP
2654,,2721 TINTON AVENUE,10455,ADAMS,ADAMS,,1STOREROOM
2654,,2731 TINTON AVENUE,10455,ADAMS,ADAMS,,1DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
2654,,2690 WESTCHESTER AVENUE,10455,ADAMS,ADAMS,,1DAY CARE CENTER
2654,,2700 WESTCHESTER AVENUE,10455,ADAMS,ADAMS,,1CONTRACTOR PAINT SHOP/
,,,,,,,ELEVATOR SHOP/ NYCHA PAINT
,,,,,,,SHOP/ X-MAN SHOP
2654,,2720 WESTCHESTER AVENUE,10455,ADAMS,ADAMS,,1BRICKLAYERS SHOP/ GLASS SHOP/
,,,,,,,GROUNDS SHOP/ PLASTERERS SHOP
2665,,1815 EAST 152ND STREET,10455,ADAMS,ADAMS,,1CARPENTERS SHOP
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,317
BRONX,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2665,,1730 TINTON AVENUE,10455,ADAMS,ADAMS,,1PLAYGROUND (MANAGED BY NYC
,,,,,,,DEPARTMENT OF PARKS &
,,,,,,,RECREATION)
2665,,1710 TINTON AVENUE,10455,ADAMS,ADAMS,,1BOILER
2665,,1680 TINTON AVENUE,10455,ADAMS,ADAMS,1,
2665,,1690 TINTON AVENUE,10455,ADAMS,ADAMS,1,
2678,,1950 UNION AVENUE,10459,UNION AVENUE-EAST 163RD STREET,UNION AVENUE CONSOLIDATED,,3SENIOR CENTER/ STORAGE ROOM/
,,,,,,,BOILER/ LAUNDRY ROOM/ ROOFTOP
,,,,,,,LEASE LOCATION
2678,68951 PROSPECT AVENUE,,10459,PSS GRANDPARENT FAMILY,WEST SIDE FEDERATION FOR,,3DEVELOPMENT MANAGEMENT
,,,,APARTMENTS,SENIOR AND SUPPORTIVE,,OFFICE
,,,,,"HOUSING, INC. (PRIVATE)",,
2680,,1815 EAST 166TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,,3BOILER
2680,,1817 EAST 166TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,1819 EAST 166TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,1822 EAST 167TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,1820 EAST 167TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,1818 EAST 167TH STREET,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,,3BOILER
2680,,11111 PROSPECT AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,11113 PROSPECT AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,11115 PROSPECT AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,,3BOILER
2680,,11104 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,,3BOILER
2680,,11102 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,11100 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,11098 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,,11096 UNION AVENUE,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,13819 EAST 167TH STREET,,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,,3RESIDENT ASSOCIATION OFFICE
2680,13817 EAST 167TH STREET,,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,13815 EAST 167TH STREET,,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,,3BOILER
2680,13813 EAST 167TH STREET,,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,13811 EAST 167TH STREET,,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,3,
2680,131135 PROSPECT AVENUE,,10459,UNION AVENUE-EAST 166TH STREET,UNION AVENUE CONSOLIDATED,,3BOILER
2680,19818 HOME STREET,,10459,DAVIDSON,UNION AVENUE CONSOLIDATED,,3BOILER/ BRICKLAYERS SHOP/
,,,,,,,PLASTERERS SHOP
2680,191221 PROSPECT AVENUE,,10459,DAVIDSON,UNION AVENUE CONSOLIDATED,,3COMMUNITY CENTER
2680,191150 UNION AVENUE,,10459,DAVIDSON,UNION AVENUE CONSOLIDATED,,3TENANT PATROL ROOM/
,,,,,,,MAINTENANCE SHOP (APT #5H)
2680,191152 UNION AVENUE,,10459,DAVIDSON,UNION AVENUE CONSOLIDATED,3,
2696,,5820 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
2696,,5826 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
2696,,5832 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,,2BOILER
2696,,5840 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
2696,,5846 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
2696,,5852 HEWITT PLACE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
2696,,5839 REV JAMES A POLITE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
,,AVENUE,,,,,
2696,,5845 REV JAMES A POLITE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,,2BOILER
,,AVENUE,,,,,
2696,,5851 REV JAMES A POLITE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
,,AVENUE,,,,,
2696,,5857 REV JAMES A POLITE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
,,AVENUE,,,,,
2696,,5863 REV JAMES A POLITE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,2,
,,AVENUE,,,,,
2696,,5869 REV JAMES A POLITE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,,2MAINTENANCE SHOP
,,AVENUE,,,,,
2696,,5875 REV JAMES A POLITE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,,2BOILER
,,AVENUE,,,,,
2696,,5881 REV JAMES A POLITE,10459,STEBBINS AVENUE-HEWITT PLACE,UNION AVENUE CONSOLIDATED,,2DEVELOPMENT MANAGEMENT
,,AVENUE,,,,,OFFICE
2740,13867 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,2,
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,15863 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,,2BOILER
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,16859 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,2,
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,18855 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,2,
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,19851 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,,2BOILER
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,21847 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,2,
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,22843 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,2,
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,24839 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,,2BOILER
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,25835 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,2,
,,,,,ASSOCIATES (PRIVATE - BX 1),,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,318
BRONX,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2740,27831 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,2,
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,28827 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,,2BOILER
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,30823 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,2,
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2740,31819 HUNTS POINT AVENUE,,10474,HUNTS POINT AVENUE REHAB,BUILDING MANAGEMENT,,2PLAYGROUND
,,,,,ASSOCIATES (PRIVATE - BX 1),,
2748,251100 EAST 165TH STREET,,10459,EAST 165TH STREET-BRYANT,BUILDING MANAGEMENT,,2BOILER
,,,AVENUE,,ASSOCIATES (PRIVATE - BX 1),,
2748,251110 EAST 165TH STREET,,10459,EAST 165TH STREET-BRYANT,BUILDING MANAGEMENT,2,
,,,AVENUE,,ASSOCIATES (PRIVATE - BX 1),,
2749,251080 EAST 165TH STREET,,10459,EAST 165TH STREET-BRYANT,BUILDING MANAGEMENT,,2BOILER
,,,AVENUE,,ASSOCIATES (PRIVATE - BX 1),,
2749,251084 EAST 165TH STREET,,10459,EAST 165TH STREET-BRYANT,BUILDING MANAGEMENT,2,
,,,AVENUE,,ASSOCIATES (PRIVATE - BX 1),,
2749,251090 EAST 165TH STREET,,10459,EAST 165TH STREET-BRYANT,BUILDING MANAGEMENT,2,
,,,AVENUE,,ASSOCIATES (PRIVATE - BX 1),,
2749,251094 EAST 165TH STREET,,10459,EAST 165TH STREET-BRYANT,BUILDING MANAGEMENT,2,
,,,AVENUE,,ASSOCIATES (PRIVATE - BX 1),,
