Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,63.9249356772,1.80624142879,1.38860417101,27.1547379013,2.68041601173,16.0824960704,1.33044419309,1.31044419309,0.02
 01/01  02:00:00,58.1519627942,1.53651624723,1.23267843712,21.8074159337,2.68041601173,16.0824960704,0.681761017571,0.661761017571,0.02
 01/01  03:00:00,65.707922552,1.92064530903,1.52408225751,28.6878428092,2.68041601173,16.0824960704,2.19729244035,1.09431936017,1.10297308019
 01/01  04:00:00,58.942561629,1.53651624723,1.22109606955,22.6095971361,2.68041601173,16.0824960704,0.769789890029,0.749789890029,0.02
 01/01  05:00:00,66.93034031,1.92064530903,1.49506883422,29.9392739905,2.68041601173,16.0824960704,2.34899451206,1.24596302752,1.10303148455
 01/01  06:00:00,59.8556414625,1.53651624723,1.19576843337,23.5480046057,2.68041601173,16.0824960704,0.826252415372,0.806252415372,0.02
 01/01  07:00:00,67.884258266,1.92064530903,1.46356230283,30.9246984779,2.68041601173,16.0824960704,2.42125198921,1.31822316558,1.10302882364
 01/01  08:00:00,49.8723391184,1.53651624723,1.17605380378,23.4537502245,2.68041601173,16.0824960704,0.801159640455,0.781159640455,0.02
 01/01  09:00:00,49.0941084132,1.92064530903,1.45477193473,26.9473389932,2.68041601173,16.0824960704,1.25684972168,1.23684972168,0.02
 01/01  10:00:00,36.6073005453,1.53651624723,1.21473026893,15.0847018529,2.68041601173,16.0824960704,1.61003345211,0.507001186688,1.10303226543
 01/01  11:00:00,40.4742189856,1.92064530903,1.67769900772,18.1045224927,2.68041601173,16.0824960704,0.493466172452,0.473466172452,0.02
 01/01  12:00:00,34.958134362,1.53651624723,1.56318386235,13.0870820762,2.68041601173,16.0824960704,1.16916779888,0.0660445558053,1.10312324307
 01/01  13:00:00,37.8847702858,1.92064530903,2.20312480246,14.9896479981,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  14:00:00,32.3649601337,1.53651624723,2.05578588363,10.0013058266,2.68041601173,16.0824960704,1.10327770291,0.0,1.10327770291
 01/01  15:00:00,31.986464452,1.87367272418,2.62471889063,8.716720661,2.68041601173,16.0824960704,1.10310095614,0.0,1.10310095614
 01/01  16:00:00,28.6397307806,1.48954366238,2.21349642501,6.16533851703,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  17:00:00,41.4208223906,1.92064530903,2.67786960872,10.6489552967,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  18:00:00,49.522558713,1.53651624723,1.89497779023,12.5157124994,2.68041601173,16.0824960704,1.10302701565,0.0,1.10302701565
 01/01  19:00:00,57.1389013279,1.92064530903,2.02849739721,19.6144064455,2.68041601173,16.0824960704,0.02,0.0,0.02
 01/01  20:00:00,53.8186251455,1.53651624723,1.51117561409,17.195581108,2.68041601173,16.0824960704,1.12205260071,0.0190815353585,1.10297106536
 01/01  21:00:00,61.6475081323,1.92064530903,1.69996356401,24.4515470831,2.68041601173,16.0824960704,0.216469215894,0.196469215894,0.02
 01/01  22:00:00,56.9200277788,1.53651624723,1.30009043084,20.5080689245,2.68041601173,16.0824960704,1.33779778058,0.234689131148,1.10310864943
 01/01  23:00:00,65.8542515742,1.92064530903,1.55673699804,28.801517091,2.68041601173,16.0824960704,1.034017709,1.014017709,0.02
 01/01  24:00:00,64.9553977347,2.16650962817,2.70670556323,26.5068303671,2.68041601173,16.0824960704,1.07345883193,1.05345883193,0.02
 01/02  01:00:00,81.4004162965,2.79563611589,3.51514085912,36.1534551218,2.68041601173,21.4433280938,3.36528963905,2.26223643451,1.10305320455
 01/02  02:00:00,74.4790480476,2.23650889272,2.76338673099,30.5429682243,2.68041601173,21.4433280938,2.12386889662,2.10386889662,0.02
 01/02  03:00:00,86.9396041184,2.79563611589,3.38576949717,41.8220143057,2.68041601173,21.4433280938,4.58945400218,3.48637484011,1.10307916206
 01/02  04:00:00,78.3825545471,2.23650889272,2.66435330988,34.5455081448,2.68041601173,21.4433280938,2.92704797845,2.90704797845,0.02
 01/02  05:00:00,91.4421602099,2.79563611589,3.26632189939,46.444017995,2.68041601173,21.4433280938,5.57159924651,4.46857770701,1.1030215395
 01/02  06:00:00,84.2557937155,2.23650889272,2.61105905787,37.7916255535,5.36083202345,21.4433280938,3.6068421744,3.5868421744,0.02
 01/02  07:00:00,294.225141566,3.35476333907,6.59995123072,242.653826785,5.36083202345,21.4433280938,2.10127096901,0.99806194475,1.10320902427
 01/02  08:00:00,247.998326712,3.35476333907,0.0,190.936170909,16.0824960704,32.6817896323,71.3025675833,70.198911103,1.10365648024
 01/02  09:00:00,234.818578011,3.35476333907,0.0,112.80457398,48.2474882111,70.4033123869,68.097041535,65.9081060229,2.18893551214
 01/02  10:00:00,199.114198313,3.35476333907,0.0,85.4487657106,48.2474882111,62.0547409583,62.0698025159,59.8805138884,2.18928862743
 01/02  11:00:00,187.205022648,3.35728605043,0.0,75.4636607404,48.2474882111,60.1281475517,52.9489273733,50.7595064589,2.18942091441
 01/02  12:00:00,180.805791414,3.42619636378,0.0,67.0689257867,48.2474882111,62.0547409583,45.5200570602,42.2450149075,3.27504215272
