Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 09/18  12:00:00,51.632226817,3.96121715823,9.40818964592,0.0,9.17985065927,26.9147,49.8365565314,0.0,41.7485,8.08805653139
 09/18  13:00:00,43.340128947,3.96121715823,8.65617007376,0.0,9.17985065927,19.4245,40.9046436268,0.0,33.3988,7.50584362678
 09/18  14:00:00,41.6850096209,3.96121715823,7.00124440264,0.0,9.17985065927,19.4245,31.7516749819,0.0,25.0491,6.70257498193
 09/18  15:00:00,40.6486558774,3.96121715823,5.96994482849,0.0,9.17985065927,19.4245,39.9662655295,0.0,33.3988,6.56746552951
 09/18  16:00:00,49.1764635476,3.96121715823,7.02892231934,0.0,9.17985065927,26.9147,56.4466146643,0.0,50.0982,6.34841466426
 09/18  17:00:00,49.9458901916,3.96121715823,7.85564574072,0.0,9.17985065927,26.9147,58.7635381304,0.0,50.0982,8.66533813036
 09/18  18:00:00,51.8395885955,3.96121715823,8.69885275354,0.0,9.17985065927,26.9147,61.6802064338,0.0,50.0982,11.5820064338
 09/18  19:00:00,45.773517681,3.96121715823,6.77630993122,0.0,9.17985065927,19.4245,45.5706551626,0.0,33.3988,12.1718551626
 09/18  20:00:00,44.9070971893,3.96121715823,5.93070973849,0.0,9.17985065927,19.4245,44.3922089221,0.0,33.3988,10.9934089221
 09/18  21:00:00,42.8589623503,3.96121715823,3.97819649549,0.0,9.17985065927,19.4245,36.6284755378,0.0,25.0491,11.5793755378
 09/18  22:00:00,41.2304937463,3.96121715823,2.48324875083,0.0,9.17985065927,19.4245,25.9497834787,0.0,16.6994,9.25038347868
 09/18  23:00:00,40.2784919294,3.96121715823,0.769135200907,0.0,9.17985065927,19.4245,14.1167647906,0.0,8.3497,5.76706479063
 09/18  24:00:00,22.7975121315,3.96121715823,0.0,0.0,4.58992532963,8.1892,7.56640529465,0.187088833779,3.33988,4.03943646087
 09/19  01:00:00,14.9975169728,0.0,0.0,0.0,1.52997510988,7.4902,3.93195667316,0.0,3.33988,0.592076673158
 09/19  02:00:00,15.0208437904,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/19  03:00:00,15.0332315989,0.0,0.0,0.0,1.52997510988,7.4902,3.93193671627,0.0,3.33988,0.59205671627
 09/19  04:00:00,15.8281406341,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/19  05:00:00,23.5799877729,3.96121715823,0.0380906736955,0.0,4.58992532963,8.1892,9.27529175837,0.333529117063,8.3497,0.592062641307
 09/19  06:00:00,37.0626179581,3.96121715823,0.0334673719144,0.0,9.17985065927,19.4245,19.5876319515,0.0,16.6994,2.88823195145
 09/19  07:00:00,42.4094118169,3.96121715823,0.327775742972,0.0,9.17985065927,26.9147,37.8004097137,0.0,25.0491,12.7513097137
 09/19  08:00:00,43.1675853896,3.96121715823,1.07526521117,0.0,9.17985065927,26.9147,44.9800499718,0.0,33.3988,11.5812499718
 09/19  09:00:00,36.0474838159,3.96121715823,1.43237713586,0.0,9.17985065927,19.4245,34.877732398,0.0,25.0491,9.82863239796
 09/19  10:00:00,44.9187487838,3.96121715823,2.80081190247,0.0,9.17985065927,26.9147,50.4137498865,0.0,41.7485,8.66524988652
 09/19  11:00:00,47.2426327016,3.96121715823,4.40466622432,0.0,9.17985065927,26.9147,50.9996073679,0.0,41.7485,9.25110736791
 09/19  12:00:00,47.5847495602,3.96121715823,5.42548769768,0.0,9.17985065927,26.9147,50.4144102175,0.0,41.7485,8.66591021748
 09/19  13:00:00,38.4070647471,3.96121715823,3.78921286248,0.0,9.17985065927,19.4245,40.9047531371,0.0,33.3988,7.50595313715
 09/19  14:00:00,36.473599585,3.96121715823,1.86423091305,0.0,9.17985065927,19.4245,31.396149284,0.0,25.0491,6.34704928402
 09/19  15:00:00,35.3314624763,3.96121715823,0.730804996003,0.0,9.17985065927,19.4245,39.7465877962,0.0,33.3988,6.34778779621
 09/19  16:00:00,43.3157930077,3.96121715823,1.31953910544,0.0,9.17985065927,26.9147,57.0219816838,0.0,50.0982,6.92378168378
 09/19  17:00:00,43.5666963841,3.96121715823,1.58503445272,0.0,9.17985065927,26.9147,58.1881724737,0.0,50.0982,8.08997247371
 09/19  18:00:00,44.8294459753,3.96121715823,1.80030585986,0.0,9.17985065927,26.9147,61.6804500473,0.0,50.0982,11.5822500473
 09/19  19:00:00,39.4212249358,3.96121715823,0.721606309838,0.0,9.17985065927,19.4245,46.1491928697,0.0,33.3988,12.7503928697
 09/19  20:00:00,38.8592833657,3.96121715823,0.177509391885,0.0,9.17985065927,19.4245,44.3921370753,0.0,33.3988,10.9933370753
