Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/01  01:00:00,20.1041432874,4.68831901295,0.0,0.0,5.48122459637,1.0115996781,93.6039595379,93.6039595379
 01/01  02:00:00,18.7102388189,3.29441454444,0.0,0.0,5.48122459637,1.0115996781,62.3235926021,62.3235926021
 01/01  03:00:00,19.5257949209,4.10997064646,0.0,0.0,5.48122459637,1.0115996781,80.2152879565,80.2152879565
 01/01  04:00:00,18.4878356877,3.07201141321,0.0,0.0,5.48122459637,1.0115996781,59.7824278807,59.7824278807
 01/01  05:00:00,19.5527926377,4.13696836328,0.0,0.0,5.48122459637,1.0115996781,80.8182381248,80.8182381248
 01/01  06:00:00,18.6360812809,3.22025700647,0.0,0.0,5.48122459637,1.0115996781,61.3873608387,61.3873608387
 01/01  07:00:00,19.801693997,4.38586972253,0.0,0.0,5.48122459637,1.0115996781,83.2825831183,83.2825831183
 01/01  08:00:00,12.7782429036,3.31108529583,0.0,0.0,5.48122459637,1.0115996781,61.9963612507,61.9963612507
 01/01  09:00:00,10.7214947629,4.22867048843,0.0,0.0,5.48122459637,1.0115996781,79.9644705874,79.9644705874
 01/01  10:00:00,9.37331852825,2.88049425379,0.0,0.0,5.48122459637,1.0115996781,55.8375536887,55.8375536887
 01/01  11:00:00,10.0073304821,3.51450620759,0.0,0.0,5.48122459637,1.0115996781,68.0845408508,68.0845408508
 01/01  12:00:00,8.87724682595,2.38442255148,0.0,0.0,5.48122459637,1.0115996781,45.9427783225,45.9427783225
 01/01  13:00:00,9.36996066502,2.87713639055,0.0,0.0,5.48122459637,1.0115996781,55.4217432893,55.4217432893
 01/01  14:00:00,8.38531223527,1.89248796081,0.0,0.0,5.48122459637,1.0115996781,36.2688568162,36.2688568162
 01/01  15:00:00,8.91332222888,2.42049795442,0.0,0.0,5.48122459637,1.0115996781,46.3987833329,46.3987833329
 01/01  16:00:00,8.37203167997,1.8792074055,0.0,0.0,5.48122459637,1.0115996781,35.9356749885,35.9356749885
 01/01  17:00:00,13.9712721628,3.01694788834,0.0,0.0,5.48122459637,1.0115996781,58.1835727034,58.1835727034
 01/01  18:00:00,18.0992311068,2.68340683235,0.0,0.0,5.48122459637,1.0115996781,51.9621398693,51.9621398693
 01/01  19:00:00,19.3646284473,3.94880417286,0.0,0.0,5.48122459637,1.0115996781,76.8846806273,76.8846806273
 01/01  20:00:00,18.5031756474,3.08735137296,0.0,0.0,5.48122459637,1.0115996781,59.9562802765,59.9562802765
 01/01  21:00:00,19.6583270617,4.2425027872,0.0,0.0,5.48122459637,1.0115996781,82.7418828411,82.7418828411
 01/01  22:00:00,18.6821644201,3.26634014567,0.0,0.0,5.48122459637,1.0115996781,63.4891269564,63.4891269564
 01/01  23:00:00,20.0751307361,4.65930646159,0.0,0.0,5.48122459637,1.0115996781,91.4649798258,91.4649798258
 01/01  24:00:00,19.0691403838,3.65331610938,0.0,0.0,5.48122459637,1.0115996781,75.8911503824,75.8911503824
 01/02  01:00:00,20.4049753797,4.98915110528,0.0,0.0,5.48122459637,1.0115996781,108.32740271,108.32740271
 01/02  02:00:00,19.3713407212,3.95551644677,0.0,0.0,5.48122459637,1.0115996781,93.5060489242,93.5060489242
 01/02  03:00:00,20.7617446973,5.34592042279,0.0,0.0,5.48122459637,1.0115996781,125.808692046,125.808692046
 01/02  04:00:00,19.5949858185,4.17916154406,0.0,0.0,5.48122459637,1.0115996781,106.725096738,106.725096738
 01/02  05:00:00,21.0206730791,5.60484880465,0.0,0.0,5.48122459637,1.0115996781,139.077695576,139.077695576
 01/02  06:00:00,19.7906628466,4.37483857214,0.0,0.0,5.48122459637,1.0115996781,118.439607586,118.439607586
 01/02  07:00:00,24.156408958,8.74058468355,0.0,0.0,5.48122459637,1.0115996781,186.575724348,186.575724348
 01/02  08:00:00,38.6978147928,8.74058468355,0.0,0.0,21.9248983855,5.05799839049,159.915449944,159.915449944
 01/02  09:00:00,55.2019542829,8.74058468355,0.0,0.0,38.3685721746,8.09279742479,136.387936004,136.387936004
 01/02  10:00:00,67.1760031537,8.74058468355,0.0,0.0,49.3310213673,9.10439710289,107.572332724,107.572332724
 01/02  11:00:00,67.0538618557,8.61844338556,0.0,0.0,49.3310213673,9.10439710289,82.6004741553,82.6004741553
 01/02  12:00:00,67.0175932369,8.58217476669,0.0,0.0,49.3310213673,9.10439710289,69.0173472786,69.0173472786
 01/02  13:00:00,60.5619720076,8.61937781187,0.0,0.0,43.8497967709,8.09279742479,62.459339882,62.459339882
 01/02  14:00:00,67.0671972971,8.63177882693,0.0,0.0,49.3310213673,9.10439710289,54.9269514635,54.9269514635
 01/02  15:00:00,67.0671972971,8.63177882693,0.0,0.0,49.3310213673,9.10439710289,51.7432277751,51.7432277751
 01/02  16:00:00,67.0671972971,8.63177882693,0.0,0.0,49.3310213673,9.10439710289,54.3491320773,54.3491320773
 01/02  17:00:00,71.5286972971,8.63177882693,0.0,0.0,49.3310213673,9.10439710289,62.8810946685,62.8810946685
 01/02  18:00:00,32.4643759093,3.05130340776,0.0,0.0,16.4436737891,4.04639871239,57.702756025,57.702756025
 01/02  19:00:00,18.3941682861,2.97834401162,0.0,0.0,5.48122459637,1.0115996781,57.2065082297,57.2065082297
