Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/18  01:00:00,948.549453153,96.4632693683,555.341008192,0.0,46.0930336215,113.312780494,423.902612977,400.870281875,5.66466996096,17.3676611413
 07/18  02:00:00,947.961696965,96.4632693683,554.664899134,0.0,46.0930336215,113.312780494,419.867201431,405.508666769,5.66466996096,8.69386470171
 07/18  03:00:00,948.978772005,96.4632693683,555.664148213,0.0,46.0930336215,113.312780494,424.563613487,410.205031971,5.66466996096,8.69391155591
 07/18  04:00:00,1047.86342461,96.4632693683,561.22930612,0.0,100.150657288,148.969399434,417.718652299,394.68600262,5.66466996096,17.3679797179
 07/18  05:00:00,1030.51056734,97.2299024659,549.769139,0.0,100.150657288,149.894399434,547.377869862,524.522117573,14.1616749024,8.69407738595
 07/18  06:00:00,1240.37056704,101.778028177,534.297222209,0.0,176.471037341,302.612436532,422.129323789,385.111839559,28.3233498048,8.6941344249
 07/18  07:00:00,1357.53263877,105.0920003,525.660894029,0.0,243.2593065,310.10971186,418.618177663,349.889295362,42.4850247072,26.2438575945
 07/18  08:00:00,1381.16386755,106.963289956,504.684285574,0.0,243.2593065,310.10971186,398.463500112,324.243496643,56.6466996096,17.5733038593
 07/18  09:00:00,1403.01331344,108.655328893,491.370508126,0.0,243.2593065,302.612436532,370.204579156,301.285718005,42.4850247072,26.4338364437
 07/18  10:00:00,1397.83276107,110.364957237,478.490300943,0.0,243.2593065,310.10971186,381.566951142,275.345059146,70.808374512,35.4135174839
 07/18  11:00:00,1398.87579695,112.041876614,475.98163705,0.0,243.2593065,310.10971186,343.703671516,237.433315423,70.808374512,35.4619815815
 07/18  12:00:00,1364.17279831,114.50048565,476.498986995,0.0,243.2593065,310.10971186,294.108223856,196.814417856,70.808374512,26.4854314886
 07/18  13:00:00,1406.11308689,117.593687217,480.666700944,0.0,243.2593065,302.612436532,268.146370792,176.033508208,56.6466996096,35.4661629749
 07/18  14:00:00,1419.76428888,123.499417253,485.894997703,0.0,243.2593065,302.612436532,214.658232915,136.77007989,42.4850247072,35.4031283179
